Booking ID,Booking Status,DateTime,Vehicle Type,Pickup Location,Drop Location,Booking Value,Avg VTAT
"""CNR6602331""",Completed,2024-07-06 09:01:39,Premier Sedan,Subhash Chowk,Central Secretariat,637.0,10.4
"""CNR7636623""",Completed,2024-05-19 21:44:29,Go Sedan,Preet Vihar,Noida Sector 18,1247.0,9.0
"""CNR4163449""",Completed,2024-05-14 14:59:59,Go Sedan,New Delhi Railway Station,Basai Dhankot,630.0,5.2
"""CNR6510837""",Incomplete,2024-08-08 10:46:17,eBike,Welcome,Shahdara,388.0,4.1
"""CNR3800929""",Completed,2024-11-04 10:38:08,Auto,Rohini,Karkarduma,493.0,8.4
"""CNR9527468""",Completed,2024-09-18 16:31:06,Auto,Vatika Chowk,Indraprastha,871.0,4.1
"""CNR1004861""",Incomplete,2024-11-02 18:04:06,Go Mini,Barakhamba Road,Bhikaji Cama Place,463.0,9.3
"""CNR2742692""",Completed,2024-09-07 04:07:03,Bike,Gwal Pahari,Golf Course Road,1368.0,5.8
"""CNR3083880""",Completed,2024-09-20 11:32:20,Auto,Nawada,Vidhan Sabha,883.0,11.0
"""CNR3852879""",Completed,2024-12-21 21:43:18,Bike,Botanical Garden,Ashok Vihar,910.0,6.0
"""CNR3190345""",Completed,2024-05-31 17:17:25,Go Sedan,India Gate,Meerut,885.0,2.6
"""CNR8966259""",Completed,2024-09-09 21:18:49,Premier Sedan,Nawada,Pataudi Chowk,396.0,9.1
"""CNR3774587""",Completed,2024-02-13 10:43:32,Premier Sedan,Rajouri Garden,Paschim Vihar,709.0,13.1
"""CNR3468753""",Incomplete,2024-01-20 17:46:58,Go Sedan,Keshav Puram,Sarojini Nagar,100.0,6.1
"""CNR1298713""",Completed,2024-05-08 19:42:25,Go Mini,Moti Nagar,Gwal Pahari,887.0,4.8
"""CNR1188581""",Completed,2024-12-03 17:00:26,Auto,Greater Kailash,Kherki Daula Toll,138.0,11.9
"""CNR4723274""",Completed,2024-10-23 16:28:45,Auto,Faridabad Sector 15,Manesar,447.0,13.3
"""CNR5858889""",Completed,2024-08-21 14:50:58,Auto,DLF Phase 3,Seelampur,287.0,7.3
"""CNR4808536""",Completed,2024-03-19 16:01:22,Go Sedan,Maidan Garhi,Dwarka Mor,387.0,6.5
"""CNR3551347""",Completed,2024-01-19 18:57:36,Bike,Jama Masjid,Indraprastha,432.0,14.5
"""CNR5836055""",Completed,2024-07-22 16:41:50,Go Mini,Anand Vihar,Jor Bagh,170.0,4.6
"""CNR2201391""",Completed,2024-08-25 10:25:53,Bike,Rajouri Garden,Vaishali,166.0,7.4
"""CNR8556748""",Completed,2024-10-14 21:03:16,eBike,Punjabi Bagh,Gwal Pahari,297.0,3.5
"""CNR2025889""",Completed,2024-10-24 11:36:41,Auto,Jhilmil,Paharganj,944.0,6.0
"""CNR5643324""",Completed,2024-03-06 15:32:17,Go Mini,Noida Sector 18,Meerut,852.0,2.5
"""CNR2849629""",Completed,2024-09-18 08:52:46,Go Mini,Botanical Garden,Rajiv Chowk,685.0,5.6
"""CNR2032475""",Completed,2024-12-09 07:28:12,Auto,Ghitorni,Kherki Daula Toll,469.0,7.1
"""CNR2191794""",Completed,2024-02-07 17:57:57,eBike,Nawada,Chhatarpur,624.0,2.6
"""CNR9059648""",Completed,2024-06-19 15:56:58,Auto,Dilshad Garden,Saket,398.0,12.3
"""CNR9612179""",Completed,2024-12-18 12:36:47,Go Sedan,Lok Kalyan Marg,Madipur,227.0,8.9
"""CNR8117562""",Completed,2024-06-15 07:47:27,Bike,Laxmi Nagar,Lajpat Nagar,919.0,11.6
"""CNR5783149""",Completed,2024-10-27 16:50:54,Go Mini,Subhash Chowk,Ramesh Nagar,486.0,13.7
"""CNR4801197""",Completed,2024-04-15 19:08:17,Go Mini,INA Market,Greater Noida,250.0,4.8
"""CNR5369872""",Completed,2024-12-24 22:03:21,eBike,Adarsh Nagar,Sarai Kale Khan,382.0,10.3
"""CNR1778726""",Completed,2024-12-16 21:20:33,Auto,Vaishali,New Colony,193.0,8.8
"""CNR7152709""",Completed,2024-05-11 05:55:32,Go Sedan,Gurgaon Railway Station,Pulbangash,1190.0,7.5
"""CNR8279505""",Completed,2024-06-15 21:32:49,Premier Sedan,Noida Extension,Samaypur Badli,669.0,6.3
"""CNR3422356""",Completed,2024-06-25 18:17:09,Bike,Jor Bagh,Moti Nagar,66.0,2.5
"""CNR9502493""",Completed,2024-04-24 20:24:25,eBike,Pragati Maidan,Raj Nagar Extension,231.0,6.5
"""CNR6856072""",Completed,2024-06-19 17:03:58,Go Mini,Mandi House,Paharganj,298.0,7.8
"""CNR3221885""",Completed,2024-12-09 09:33:07,Auto,Sultanpur,Nawada,407.0,14.0
"""CNR5407485""",Completed,2024-04-07 10:10:52,Go Mini,Anand Vihar ISBT,Gurgaon Railway Station,3232.0,4.8
"""CNR7676807""",Completed,2024-02-02 20:00:29,Go Sedan,Shahdara,Vatika Chowk,488.0,4.1
"""CNR4984402""",Completed,2024-09-02 18:54:47,Go Sedan,Laxmi Nagar,Barakhamba Road,438.0,14.2
"""CNR6399446""",Completed,2024-11-01 19:17:31,Go Sedan,Udyog Vihar Phase 4,Rajiv Nagar,193.0,14.7
"""CNR1106442""",Completed,2024-06-04 09:19:50,Auto,Kirti Nagar,Paharganj,945.0,6.5
"""CNR6510279""",Incomplete,2024-04-29 15:11:31,Auto,Anand Vihar ISBT,Punjabi Bagh,397.0,7.9
"""CNR7482178""",Completed,2024-08-27 09:34:36,Auto,Chhatarpur,Indirapuram,140.0,3.6
"""CNR4005945""",Incomplete,2024-04-02 16:07:42,Bike,Peeragarhi,Mansarovar Park,456.0,6.3
"""CNR4365404""",Completed,2024-12-14 10:05:34,Go Sedan,Delhi Gate,ITO,715.0,8.8
"""CNR4482660""",Completed,2024-10-14 06:05:05,eBike,Moti Nagar,Govindpuri,90.0,7.6
"""CNR7242169""",Completed,2024-06-13 06:58:08,Auto,Panipat,Uttam Nagar,446.0,3.3
"""CNR8040531""",Completed,2024-03-25 22:02:52,Premier Sedan,Dilshad Garden,Huda City Centre,442.0,3.5
"""CNR3964440""",Completed,2024-05-24 19:47:49,eBike,Rohini,Ghaziabad,273.0,4.6
"""CNR6365489""",Completed,2024-10-25 22:36:52,Go Sedan,Hauz Khas,Subhash Chowk,259.0,6.5
"""CNR4473580""",Completed,2024-02-13 16:52:43,Go Mini,Gwal Pahari,Mundka,254.0,13.8
"""CNR9477522""",Incomplete,2024-05-12 06:32:09,Auto,Meerut,Kashmere Gate,450.0,4.2
"""CNR4287704""",Completed,2024-08-05 15:26:14,Go Mini,Azadpur,Jasola,510.0,14.3
"""CNR4373377""",Completed,2024-09-18 10:53:02,Bike,Rohini,Kadarpur,927.0,13.1
"""CNR2006161""",Completed,2024-01-13 11:20:15,eBike,Sohna Road,Anand Vihar,604.0,4.6
"""CNR9441878""",Completed,2024-06-14 11:33:45,Uber XL,Cyber Hub,Gurgaon Sector 29,641.0,6.2
"""CNR6384551""",Completed,2024-12-20 06:39:52,Go Sedan,Tagore Garden,Peeragarhi,425.0,3.2
"""CNR8813813""",Completed,2024-03-15 16:12:27,Premier Sedan,MG Road,Vatika Chowk,273.0,3.1
"""CNR8966772""",Completed,2024-06-22 20:07:49,Auto,Chandni Chowk,Shastri Park,331.0,11.6
"""CNR2305670""",Completed,2024-12-27 16:32:01,Uber XL,Central Secretariat,Pulbangash,412.0,3.3
"""CNR4833788""",Completed,2024-10-06 10:55:14,Bike,Manesar,Patel Chowk,99.0,11.0
"""CNR8012543""",Incomplete,2024-08-30 08:18:34,Go Mini,Huda City Centre,Hauz Rani,395.0,6.5
"""CNR5967293""",Completed,2024-01-16 21:37:04,Go Sedan,Basai Dhankot,Barakhamba Road,978.0,12.5
"""CNR1325268""",Completed,2024-12-28 04:51:53,Bike,Shastri Nagar,Green Park,1291.0,5.8
"""CNR4393364""",Completed,2024-03-12 09:34:35,Premier Sedan,Pulbangash,Vidhan Sabha,196.0,5.0
"""CNR4312342""",Completed,2024-10-03 11:17:06,Bike,Jahangirpuri,Bhiwadi,705.0,8.5
"""CNR8193558""",Incomplete,2024-12-29 11:10:21,Auto,Noida Extension,Green Park,618.0,9.3
"""CNR8220427""",Completed,2024-10-15 13:20:23,Go Sedan,Seelampur,Dilshad Garden,959.0,13.7
"""CNR9824950""",Incomplete,2024-12-21 17:20:06,Go Mini,Bahadurgarh,Pragati Maidan,184.0,8.3
"""CNR1344599""",Completed,2024-12-26 06:40:39,Premier Sedan,DLF City Court,Udyog Vihar,2427.0,2.6
"""CNR9883015""",Completed,2024-03-06 13:21:48,eBike,Saket,Jhilmil,127.0,4.6
"""CNR9448731""",Incomplete,2024-08-15 18:21:18,eBike,Vasant Kunj,Bhiwadi,654.0,7.1
"""CNR1037421""",Completed,2024-05-31 14:35:38,Premier Sedan,Khan Market,Ardee City,93.0,10.1
"""CNR3837586""",Incomplete,2024-04-04 02:50:36,Go Mini,Satguru Ram Singh Marg,MG Road,384.0,2.6
"""CNR7858365""",Completed,2024-11-16 23:21:40,eBike,DLF Phase 3,Shastri Park,568.0,12.2
"""CNR2670022""",Incomplete,2024-03-05 11:17:56,Premier Sedan,Raj Nagar Extension,Kaushambi,189.0,3.1
"""CNR7297365""",Completed,2024-10-10 10:43:08,Go Sedan,Sushant Lok,Maidan Garhi,908.0,9.3
"""CNR3285849""",Completed,2024-06-23 18:45:08,Auto,Shastri Nagar,Barakhamba Road,465.0,9.4
"""CNR1115684""",Completed,2024-07-03 05:19:46,Auto,Kirti Nagar,South Extension,95.0,8.3
"""CNR6972991""",Completed,2024-05-22 22:14:56,Go Mini,Saket,Badshahpur,185.0,7.8
"""CNR3284158""",Completed,2024-12-07 20:06:06,Auto,Inderlok,Sarojini Nagar,1085.0,6.0
"""CNR3814595""",Completed,2024-09-22 14:41:30,Bike,Ambience Mall,Golf Course Road,464.0,12.9
"""CNR6666691""",Completed,2024-12-08 18:20:24,Bike,Gwal Pahari,Pragati Maidan,325.0,7.3
"""CNR3433313""",Completed,2024-11-17 07:39:23,Go Sedan,South Extension,Sohna Road,719.0,7.8
"""CNR2865884""",Completed,2024-02-24 21:17:23,Bike,Patel Chowk,Azadpur,696.0,2.5
"""CNR5488661""",Completed,2024-04-04 12:23:32,Auto,South Extension,Kaushambi,274.0,12.7
"""CNR2374199""",Completed,2024-05-05 09:07:14,Auto,Chanakyapuri,Dwarka Mor,213.0,6.3
"""CNR1152013""",Incomplete,2024-06-04 18:37:27,Auto,Mandi House,Gwal Pahari,123.0,4.6
"""CNR7983395""",Completed,2024-02-04 17:27:10,Auto,Noida Film City,Maidan Garhi,629.0,13.3
"""CNR3798328""",Completed,2024-06-12 20:19:55,Bike,Ambience Mall,Pulbangash,780.0,5.7
"""CNR7992380""",Completed,2024-02-29 10:39:41,eBike,Greater Noida,Rajiv Chowk,217.0,9.7
"""CNR7150862""",Completed,2024-10-24 02:31:20,eBike,Lok Kalyan Marg,Akshardham,397.0,13.4
"""CNR5916874""",Completed,2024-05-17 14:02:45,Uber XL,AIIMS,Mansarovar Park,418.0,8.5
"""CNR3544390""",Completed,2024-03-29 09:50:28,Auto,Jhilmil,DLF City Court,552.0,4.7
"""CNR8047265""",Completed,2024-09-25 00:57:14,Premier Sedan,Bahadurgarh,Munirka,577.0,11.2
"""CNR3624105""",Completed,2024-02-15 14:48:44,Bike,IIT Delhi,Narsinghpur,292.0,2.0
"""CNR3705525""",Completed,2024-02-26 09:58:39,Auto,Hero Honda Chowk,Faridabad Sector 15,888.0,6.1
"""CNR3128805""",Completed,2024-03-04 11:02:16,Go Mini,Bhikaji Cama Place,Subhash Nagar,351.0,7.6
"""CNR3320904""",Completed,2024-05-04 18:22:07,Bike,Peeragarhi,Tis Hazari,94.0,3.0
"""CNR6874779""",Completed,2024-11-10 18:08:43,Premier Sedan,Rithala,Mansarovar Park,161.0,8.5
"""CNR8028978""",Completed,2024-06-11 22:16:20,Go Sedan,Khan Market,Sikanderpur,666.0,13.9
"""CNR6638630""",Completed,2024-07-19 19:25:02,Go Mini,Civil Lines Gurgaon,Aya Nagar,886.0,9.4
"""CNR5727250""",Incomplete,2024-11-06 13:33:50,Go Sedan,Mayur Vihar,Malviya Nagar,822.0,2.9
"""CNR1954663""",Completed,2024-07-06 19:41:48,Auto,Cyber Hub,Badarpur,494.0,10.8
"""CNR8662550""",Incomplete,2024-09-27 17:19:14,Auto,Vidhan Sabha,IGNOU Road,226.0,8.0
"""CNR5598696""",Completed,2024-08-18 17:59:30,Premier Sedan,Raj Nagar Extension,Tagore Garden,1335.0,5.0
"""CNR7345118""",Completed,2024-01-14 11:07:39,Go Sedan,DLF City Court,Ghaziabad,558.0,13.9
"""CNR8763779""",Completed,2024-10-14 21:06:41,Auto,Shivaji Park,Mayur Vihar,244.0,3.7
"""CNR1613552""",Completed,2024-09-03 18:13:16,Auto,Ghitorni,Narsinghpur,101.0,11.1
"""CNR4353250""",Completed,2024-06-28 17:03:45,Premier Sedan,Adarsh Nagar,RK Puram,557.0,7.3
"""CNR4888938""",Completed,2024-08-13 19:34:30,Auto,Mayur Vihar,Chirag Delhi,649.0,11.3
"""CNR8658266""",Incomplete,2024-09-27 08:06:05,Bike,Rithala,Lok Kalyan Marg,527.0,3.0
"""CNR2868899""",Completed,2024-10-29 04:12:18,Go Mini,Tughlakabad,Vatika Chowk,90.0,4.5
"""CNR8543172""",Incomplete,2024-02-07 07:34:27,Go Sedan,Nehru Place,India Gate,290.0,4.8
"""CNR3239826""",Completed,2024-08-12 13:16:17,Go Sedan,South Extension,India Gate,841.0,9.9
"""CNR1977073""",Incomplete,2024-01-07 10:04:53,Go Mini,Ashok Vihar,Khan Market,125.0,8.4
"""CNR2656140""",Completed,2024-07-30 09:40:41,Premier Sedan,Sarojini Nagar,Khandsa,347.0,8.2
"""CNR3495314""",Completed,2024-07-08 06:20:37,Bike,Lal Quila,Hauz Khas,754.0,6.4
"""CNR1835804""",Completed,2024-08-27 19:38:42,Premier Sedan,Arjangarh,Netaji Subhash Place,336.0,8.4
"""CNR4347859""",Incomplete,2024-01-19 13:09:57,Bike,Khandsa,Hauz Khas,216.0,7.5
"""CNR4575114""",Completed,2024-09-10 16:28:12,Auto,DLF Phase 3,Sushant Lok,1631.0,5.9
"""CNR5041880""",Completed,2024-02-08 17:35:50,Go Sedan,Green Park,Mayur Vihar,779.0,6.9
"""CNR6239642""",Completed,2024-06-01 17:35:08,Go Sedan,Akshardham,Munirka,402.0,13.3
"""CNR5459451""",Incomplete,2024-05-29 17:11:03,Bike,Kashmere Gate ISBT,Tilak Nagar,252.0,6.5
"""CNR2868849""",Completed,2024-04-09 08:15:33,Bike,Sohna Road,Netaji Subhash Place,531.0,5.8
"""CNR7490154""",Completed,2024-12-13 16:28:26,Premier Sedan,South Extension,Sarojini Nagar,329.0,11.5
"""CNR8399027""",Completed,2024-07-22 22:34:27,Auto,Jhilmil,Faridabad Sector 15,465.0,8.0
"""CNR9839536""",Completed,2024-02-03 21:05:12,Auto,Jasola,Badshahpur,765.0,3.4
"""CNR7188146""",Completed,2024-08-25 17:40:45,Auto,Delhi Gate,Faridabad Sector 15,250.0,2.2
"""CNR2760152""",Completed,2024-08-12 03:26:46,Auto,Karkarduma,Green Park,285.0,11.8
"""CNR2910185""",Completed,2024-07-27 18:56:56,eBike,Akshardham,Munirka,1472.0,14.2
"""CNR8316497""",Completed,2024-03-17 08:52:14,Premier Sedan,Kanhaiya Nagar,Noida Extension,1079.0,12.7
"""CNR5317053""",Completed,2024-02-24 20:11:19,Go Mini,Vinobapuri,Jasola,1681.0,5.4
"""CNR6889347""",Completed,2024-05-08 14:55:24,Go Mini,MG Road,Rohini,356.0,2.3
"""CNR1702434""",Incomplete,2024-04-05 10:35:04,Uber XL,Okhla,Jasola,177.0,2.1
"""CNR9904248""",Completed,2024-06-18 09:43:28,Go Mini,Lal Quila,Munirka,253.0,8.0
"""CNR5605666""",Completed,2024-03-01 20:45:11,Bike,Chandni Chowk,Nirman Vihar,321.0,12.4
"""CNR7214532""",Completed,2024-03-04 19:42:46,Auto,Karkarduma,Munirka,622.0,7.1
"""CNR6333830""",Incomplete,2024-04-02 06:31:33,Auto,Delhi Gate,India Gate,446.0,3.0
"""CNR6084754""",Completed,2024-09-10 08:52:00,Go Sedan,Samaypur Badli,Saidulajab,259.0,6.3
"""CNR3964256""",Completed,2024-11-14 11:11:30,Go Sedan,Kalkaji,Kaushambi,219.0,12.6
"""CNR2857593""",Completed,2024-07-30 11:33:34,Auto,Delhi Gate,Raj Nagar Extension,368.0,10.8
"""CNR9627076""",Completed,2024-03-13 21:34:07,Auto,Paschim Vihar,Rohini,98.0,6.1
"""CNR4715330""",Completed,2024-11-24 12:46:23,Auto,Punjabi Bagh,Udyog Bhawan,409.0,2.2
"""CNR1884895""",Completed,2024-06-11 22:05:35,Go Mini,Anand Vihar ISBT,South Extension,242.0,10.1
"""CNR8592891""",Completed,2024-09-09 22:01:54,Auto,Kanhaiya Nagar,Old Gurgaon,524.0,9.2
"""CNR5220545""",Completed,2024-10-16 06:25:24,Go Sedan,Paharganj,IGNOU Road,247.0,4.7
"""CNR9744550""",Completed,2024-02-20 10:04:31,Go Mini,Noida Sector 18,Rohini West,494.0,14.6
"""CNR4358929""",Completed,2024-11-11 06:38:27,Auto,Ramesh Nagar,Akshardham,296.0,14.2
"""CNR8418187""",Completed,2024-04-02 19:41:04,Premier Sedan,Noida Sector 18,RK Puram,198.0,14.8
"""CNR8024072""",Completed,2024-01-07 15:54:56,Auto,Noida Extension,Basai Dhankot,1280.0,9.1
"""CNR1848220""",Completed,2024-07-08 16:18:59,Go Mini,Gurgaon Sector 56,Anand Vihar,200.0,2.7
"""CNR3931103""",Completed,2024-06-29 05:57:36,Go Mini,Tilak Nagar,Anand Vihar,733.0,10.7
"""CNR8783707""",Completed,2024-03-20 18:49:09,Go Sedan,Malviya Nagar,Gurgaon Railway Station,603.0,9.5
"""CNR3636611""",Completed,2024-06-09 22:19:43,Uber XL,Huda City Centre,Ashok Park Main,305.0,4.5
"""CNR5512273""",Completed,2024-06-14 09:04:17,Bike,Hauz Khas,Mandi House,437.0,2.7
"""CNR5893256""",Completed,2024-05-09 05:20:06,Auto,Indirapuram,ITO,544.0,14.1
"""CNR4691108""",Incomplete,2024-08-17 09:42:43,Go Mini,Gwal Pahari,Preet Vihar,429.0,6.0
"""CNR8659737""",Completed,2024-01-31 09:24:18,Premier Sedan,Samaypur Badli,Sikanderpur,268.0,7.9
"""CNR9215872""",Completed,2024-05-26 10:36:45,Auto,Sadar Bazar Gurgaon,Gurgaon Railway Station,1082.0,11.8
"""CNR1086176""",Completed,2024-08-13 18:49:50,Go Sedan,Vishwavidyalaya,Satguru Ram Singh Marg,326.0,9.4
"""CNR1788005""",Completed,2024-06-28 15:56:27,Bike,Kashmere Gate ISBT,IGI Airport,388.0,14.2
"""CNR5662997""",Completed,2024-08-21 08:38:07,Auto,Greater Kailash,Preet Vihar,93.0,10.3
"""CNR6549352""",Completed,2024-06-15 08:34:44,Bike,Pitampura,Ashok Vihar,969.0,13.1
"""CNR5367554""",Completed,2024-06-07 06:05:25,Auto,Panipat,Kadarpur,191.0,5.0
"""CNR4840912""",Completed,2024-11-26 20:29:16,eBike,Subhash Chowk,Rithala,443.0,10.6
"""CNR4788665""",Completed,2024-11-03 21:42:01,Go Sedan,Tilak Nagar,Tagore Garden,394.0,14.8
"""CNR3732381""",Completed,2024-09-07 10:59:00,Go Sedan,Shastri Nagar,Greater Kailash,533.0,7.7
"""CNR5405287""",Completed,2024-08-17 21:23:26,Go Sedan,Nehru Place,Ghitorni Village,717.0,13.4
"""CNR2526799""",Completed,2024-10-04 11:20:05,Auto,Nehru Place,Meerut,555.0,5.1
"""CNR3721314""",Completed,2024-07-03 13:25:46,Auto,Chhatarpur,Akshardham,533.0,9.1
"""CNR3575494""",Completed,2024-07-12 19:02:19,Auto,Netaji Subhash Place,Laxmi Nagar,271.0,3.6
"""CNR8900875""",Completed,2024-04-03 10:20:04,Auto,New Delhi Railway Station,Rohini East,406.0,10.1
"""CNR1791940""",Completed,2024-01-25 16:05:49,Auto,DLF Phase 3,Sushant Lok,930.0,9.2
"""CNR7407034""",Completed,2024-05-31 21:15:48,Uber XL,Paharganj,Hero Honda Chowk,999.0,10.3
"""CNR5429183""",Completed,2024-01-30 14:47:16,Auto,Kalkaji,Mundka,100.0,13.3
"""CNR1937316""",Completed,2024-03-23 20:33:36,Go Mini,Gurgaon Railway Station,Azadpur,581.0,3.0
"""CNR6740369""",Completed,2024-12-25 09:44:30,Auto,Kadarpur,Botanical Garden,3051.0,3.9
"""CNR5774736""",Completed,2024-11-18 13:35:57,eBike,Kaushambi,Sarojini Nagar,481.0,3.4
"""CNR4735860""",Completed,2024-10-12 19:31:49,Bike,RK Puram,Kherki Daula Toll,213.0,2.6
"""CNR7539680""",Completed,2024-09-01 12:16:14,Auto,Madipur,Munirka,389.0,11.4
"""CNR3157782""",Completed,2024-05-29 17:57:03,Premier Sedan,Arjangarh,Paschim Vihar,325.0,13.1
"""CNR4594713""",Completed,2024-04-15 11:52:25,Uber XL,Botanical Garden,Nirman Vihar,864.0,12.8
"""CNR4762954""",Completed,2024-10-11 20:21:55,Auto,Chhatarpur,Dilshad Garden,335.0,8.5
"""CNR5366452""",Completed,2024-11-11 11:35:16,Bike,Noida Sector 62,Tilak Nagar,209.0,14.6
"""CNR8431530""",Incomplete,2024-06-14 08:45:55,Premier Sedan,Shastri Park,Greater Noida,89.0,6.0
"""CNR6626829""",Completed,2024-05-14 10:33:27,Premier Sedan,Pragati Maidan,Udyog Vihar,1653.0,6.6
"""CNR3854542""",Completed,2024-08-31 15:11:13,Premier Sedan,Aya Nagar,Madipur,139.0,8.0
"""CNR8726943""",Completed,2024-04-28 14:04:14,Go Sedan,Green Park,Samaypur Badli,153.0,11.2
"""CNR3423880""",Completed,2024-08-24 16:19:21,Go Sedan,Golf Course Road,Karkarduma,2877.0,10.9
"""CNR8944683""",Completed,2024-09-06 14:04:59,Auto,MG Road,GTB Nagar,486.0,8.8
"""CNR1557911""",Completed,2024-04-09 23:38:10,Bike,Kaushambi,Sushant Lok,448.0,7.8
"""CNR9131991""",Completed,2024-10-30 21:57:39,eBike,Rajouri Garden,Rohini East,890.0,9.7
"""CNR2632708""",Completed,2024-12-05 12:31:46,Go Mini,Nawada,Keshav Puram,91.0,6.8
"""CNR6755850""",Completed,2024-04-22 11:27:37,Auto,Paschim Vihar,IMT Manesar,51.0,8.7
"""CNR8343998""",Completed,2024-09-13 18:27:24,eBike,Anand Vihar ISBT,Ghitorni,194.0,2.9
"""CNR3765017""",Incomplete,2024-05-15 06:41:30,Premier Sedan,Sikanderpur,Inderlok,414.0,2.7
"""CNR6813118""",Completed,2024-06-30 20:46:10,Go Mini,Panipat,Delhi Gate,589.0,10.6
"""CNR2355935""",Completed,2024-01-31 17:20:59,Go Mini,Ramesh Nagar,Meerut,998.0,11.7
"""CNR1772242""",Completed,2024-10-01 19:14:46,Go Mini,Civil Lines Gurgaon,Sultanpur,164.0,14.1
"""CNR1408387""",Completed,2024-09-19 08:12:06,Auto,Madipur,Panipat,449.0,14.6
"""CNR9156336""",Completed,2024-09-15 07:33:04,Auto,Mehrauli,Golf Course Road,665.0,13.4
"""CNR4640613""",Completed,2024-09-13 08:55:15,Auto,Kanhaiya Nagar,Govindpuri,927.0,9.4
"""CNR2117972""",Completed,2024-11-30 16:02:53,Auto,Mansarovar Park,Rohini East,1289.0,11.7
"""CNR3515167""",Completed,2024-07-23 17:38:27,Go Mini,Moolchand,Paharganj,332.0,13.3
"""CNR1445441""",Completed,2024-06-24 09:55:14,Auto,Noida Sector 62,Peeragarhi,54.0,11.6
"""CNR2247090""",Completed,2024-11-29 14:04:40,Go Mini,Nirman Vihar,Old Gurgaon,380.0,4.8
"""CNR9157302""",Completed,2024-04-19 07:57:51,Go Mini,Malviya Nagar,Rajouri Garden,559.0,5.0
"""CNR4429135""",Completed,2024-05-22 20:11:26,Auto,Jahangirpuri,Nehru Place,287.0,10.1
"""CNR6096182""",Completed,2024-07-24 15:47:40,Premier Sedan,Sadar Bazar Gurgaon,IGNOU Road,783.0,2.3
"""CNR2761818""",Completed,2024-05-23 07:47:10,Go Mini,Ghitorni,Preet Vihar,281.0,2.6
"""CNR1314556""",Completed,2024-03-31 22:37:38,Go Sedan,Gurgaon Railway Station,Subhash Nagar,907.0,8.6
"""CNR5804356""",Completed,2024-04-28 22:45:17,Go Mini,Nawada,Chhatarpur,216.0,9.2
"""CNR4712257""",Completed,2024-03-29 10:38:57,eBike,Civil Lines Gurgaon,Mansarovar Park,575.0,12.3
"""CNR1790612""",Completed,2024-01-20 15:14:37,Premier Sedan,Vasant Kunj,Chirag Delhi,551.0,2.2
"""CNR9146857""",Completed,2024-10-31 03:48:13,Go Mini,Dwarka Sector 21,Ardee City,194.0,2.5
"""CNR1035974""",Completed,2024-01-26 13:57:22,Go Mini,Mayur Vihar,Samaypur Badli,3011.0,13.4
"""CNR8353614""",Completed,2024-03-30 14:33:58,Auto,Akshardham,Rohini,557.0,12.4
"""CNR3054870""",Completed,2024-10-24 15:08:55,Premier Sedan,Preet Vihar,Saket,526.0,13.4
"""CNR8684093""",Completed,2024-06-21 07:01:12,Auto,Sadar Bazar Gurgaon,Moolchand,344.0,4.0
"""CNR2696269""",Completed,2024-11-01 09:30:08,Go Sedan,Udyog Vihar,Nirman Vihar,284.0,4.6
"""CNR4309033""",Completed,2024-05-18 00:47:00,Bike,Noida Sector 18,Aya Nagar,782.0,8.3
"""CNR9685370""",Completed,2024-04-15 18:46:48,Auto,Inderlok,Chirag Delhi,504.0,4.4
"""CNR1673050""",Completed,2024-01-10 00:06:44,Auto,Mayur Vihar,Azadpur,89.0,3.3
"""CNR4217886""",Completed,2024-10-24 20:29:07,Auto,Anand Vihar ISBT,Lajpat Nagar,923.0,9.9
"""CNR1816902""",Completed,2024-07-15 18:31:06,Go Sedan,Pragati Maidan,Noida Sector 18,235.0,13.0
"""CNR7264471""",Completed,2024-04-18 18:12:26,Go Sedan,Sarojini Nagar,Greater Kailash,483.0,11.6
"""CNR8436580""",Completed,2024-09-16 10:23:03,Auto,Sadar Bazar Gurgaon,Indirapuram,272.0,8.7
"""CNR8299064""",Completed,2024-02-15 19:09:30,Bike,Karol Bagh,Khan Market,411.0,8.9
"""CNR2893219""",Completed,2024-10-05 00:56:35,Bike,Moti Nagar,Vishwavidyalaya,985.0,12.5
"""CNR7243892""",Completed,2024-03-11 19:48:15,Auto,Satguru Ram Singh Marg,Vinobapuri,710.0,13.9
"""CNR5231756""",Incomplete,2024-01-26 08:53:08,Auto,Lal Quila,Bahadurgarh,222.0,2.4
"""CNR2254797""",Completed,2024-10-29 14:29:24,Auto,Vidhan Sabha,India Gate,258.0,10.8
"""CNR2739123""",Completed,2024-07-10 08:26:37,Auto,Paschim Vihar,Keshav Puram,323.0,13.0
"""CNR7688779""",Completed,2024-03-12 18:37:11,Auto,Shastri Nagar,Laxmi Nagar,655.0,13.9
"""CNR5095836""",Completed,2024-03-02 17:28:37,eBike,Barakhamba Road,Kirti Nagar,1147.0,9.4
"""CNR4388148""",Completed,2024-06-06 11:56:19,Premier Sedan,Govindpuri,Saidulajab,410.0,7.9
"""CNR5953539""",Completed,2024-07-22 11:56:54,Auto,IMT Manesar,Okhla,976.0,14.3
"""CNR2300958""",Completed,2024-08-21 21:16:47,Auto,Pitampura,Ashok Vihar,168.0,5.4
"""CNR2328423""",Completed,2024-04-01 10:36:05,Premier Sedan,DLF City Court,Dilshad Garden,298.0,7.8
"""CNR2462885""",Completed,2024-06-28 11:28:09,Bike,Kaushambi,Connaught Place,426.0,12.4
