Name,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,User_Score,coded
Dragon Ball Z: Budokai Tenkaichi 3,2007.0,Fighting,Atari,3.0,73.0,9.2,False
The Sims: Livin Large,2000.0,Misc,Electronic Arts,2.99,82.0,6.6,False
World Soccer Winning Eleven 6 International,2002.0,Sports,Konami Digital Entertainment,2.99,93.0,9.1,False
Devil May Cry,2001.0,Action,Capcom,2.99,94.0,8.5,False
Star Wars: The Old Republic,2011.0,Role-Playing,Electronic Arts,2.96,85.0,5.9,False
Middle-Earth: Shadow of Mordor,2014.0,Action,Warner Bros. Interactive Entertainment,2.96,84.0,8.1,False
Sonic Heroes,2003.0,Platform,Sega,2.96,64.0,7.8,False
Hitman 2: Silent Assassin,2002.0,Action,Eidos Interactive,2.96,85.0,7.8,False
Titanfall,2014.0,Shooter,Electronic Arts,2.95,86.0,6.4,False
Battlefield: Bad Company 2,2010.0,Shooter,Electronic Arts,2.95,88.0,8.5,False
SOCOM II: U.S. Navy SEALs,2003.0,Shooter,Sony Computer Entertainment,2.94,87.0,9.0,False
Pac-Man Collection,2001.0,Puzzle,Atari,2.94,79.0,7.8,False
Street Fighter IV,2009.0,Fighting,Capcom,2.94,93.0,7.3,False
inFAMOUS,2009.0,Action,Sony Computer Entertainment,2.93,85.0,8.3,False
Kirby Super Star Ultra,2008.0,Platform,Nintendo,2.92,76.0,8.8,False
Call of Duty: Ghosts,2013.0,Shooter,Activision,2.92,78.0,4.3,False
Mass Effect,2007.0,Role-Playing,Microsoft Game Studios,2.91,91.0,8.7,False
Sonic Mega Collection Plus,2004.0,Misc,Sega,2.9,73.0,8.6,False
World Soccer Winning Eleven 7 International,2003.0,Sports,Konami Digital Entertainment,2.9,93.0,9.0,False
Sega Superstars Tennis,2008.0,Sports,Sega,2.89,67.0,6.8,False
Hot Shots Golf 3,2001.0,Sports,Sony Computer Entertainment,2.89,85.0,8.9,False
Cooking Mama: Cook Off,2007.0,Simulation,505 Games,2.89,61.0,5.3,False
Call of Duty: Finest Hour,2004.0,Shooter,Activision,2.89,76.0,7.7,False
WarioWare: Smooth Moves,2006.0,Puzzle,Nintendo,2.89,83.0,7.4,False
Madden NFL 13,2012.0,Sports,Electronic Arts,2.86,81.0,5.8,False
The Elder Scrolls III: Morrowind,2002.0,Role-Playing,Ubisoft,2.86,87.0,8.7,False
Assassin's Creed IV: Black Flag,2013.0,Action,Ubisoft,2.85,83.0,7.8,False
Mortal Kombat,2011.0,Fighting,Warner Bros. Interactive Entertainment,2.84,84.0,8.4,False
Madden NFL 10,2009.0,Sports,Electronic Arts,2.83,85.0,6.1,False
BioShock,2007.0,Shooter,Take-Two Interactive,2.83,96.0,8.9,False
Metroid Prime,2002.0,Shooter,Nintendo,2.82,97.0,9.3,False
Assassin's Creed: Brotherhood,2010.0,Action,Ubisoft,2.82,90.0,8.2,False
Medal of Honor,2010.0,Shooter,Electronic Arts,2.81,75.0,7.5,False
inFAMOUS: Second Son,2014.0,Action,Sony Computer Entertainment,2.79,80.0,7.9,False
NBA Street,2001.0,Sports,Electronic Arts,2.79,89.0,8.6,False
Jak II,2003.0,Platform,Sony Computer Entertainment,2.78,87.0,8.2,False
Need for Speed: Hot Pursuit,2010.0,Racing,Electronic Arts,2.78,89.0,7.2,False
Skylanders: Spyro's Adventure,2011.0,Action,Activision,2.78,81.0,5.6,False
Battlefield 3,2011.0,Shooter,Electronic Arts,2.78,89.0,7.5,False
Mortal Kombat X,2015.0,Fighting,Warner Bros. Interactive Entertainment,2.78,83.0,7.7,False
The Sims,2003.0,Simulation,Electronic Arts,2.77,83.0,7.7,False
Killzone 3,2011.0,Shooter,Sony Computer Entertainment,2.77,84.0,7.9,False
Star Wars: The Force Unleashed,2008.0,Action,LucasArts,2.77,73.0,6.7,False
Yoshi's Island DS,2006.0,Platform,Nintendo,2.76,81.0,7.4,False
Saints Row: The Third,2011.0,Action,THQ,2.76,84.0,7.6,False
Tekken 6,2009.0,Fighting,Namco Bandai Games,2.75,79.0,7.4,False
Sonic and the Secret Rings,2007.0,Platform,Sega,2.73,69.0,6.6,False
The Legend of Zelda: A Link to the Past,2002.0,Action,Nintendo,2.7,95.0,9.1,False
Onimusha: Warlords,2001.0,Action,Virgin Interactive,2.7,86.0,8.2,False
L.A. Noire,2011.0,Adventure,Take-Two Interactive,2.7,89.0,7.8,False
Call of Duty 3,2006.0,Shooter,Activision,2.7,82.0,6.5,False
Madden NFL 12,2011.0,Sports,Electronic Arts,2.69,78.0,5.9,False
LEGO Star Wars II: The Original Trilogy,2006.0,Action,LucasArts,2.69,84.0,9.0,False
Killzone: Shadow Fall,2013.0,Shooter,Sony Computer Entertainment,2.69,73.0,6.8,False
Madden NFL 11,2010.0,Sports,Electronic Arts,2.69,84.0,5.7,False
Burnout 3: Takedown,2004.0,Racing,Electronic Arts,2.68,93.0,9.1,False
Mario vs. Donkey Kong: Mini-Land Mayhem!,2010.0,Puzzle,Nintendo,2.67,79.0,7.7,False
Professor Layton and the Last Specter,2009.0,Puzzle,Nintendo,2.67,83.0,8.7,False
Call Of Duty 2: Big Red One,2005.0,Shooter,Activision,2.67,77.0,8.2,True
Medal of Honor,1998.0,Shooter,Electronic Arts,2.67,92.0,8.6,False
Fable,2004.0,Role-Playing,Microsoft Game Studios,2.66,85.0,8.5,False
Guitar Hero: World Tour,2008.0,Misc,Activision,2.66,85.0,6.3,False
FIFA 17,2016.0,Sports,Electronic Arts,2.65,84.0,5.5,False
Tom Clancy's Splinter Cell,2003.0,Action,Ubisoft,2.65,89.0,7.7,False
Need for Speed: Shift,2009.0,Racing,Electronic Arts,2.65,84.0,6.9,False
Medal of Honor Heroes,2006.0,Shooter,Electronic Arts,2.65,71.0,7.9,False
Final Fantasy XIII-2,2011.0,Role-Playing,Square Enix,2.63,79.0,6.6,False
Midnight Club: Street Racing,2000.0,Racing,Take-Two Interactive,2.63,78.0,7.8,False
Skate 3,2010.0,Sports,Electronic Arts,2.63,80.0,8.0,False
ESPN NFL 2K5,2004.0,Sports,Sega,2.62,90.0,8.2,False
Halo Wars,2009.0,Strategy,Microsoft Game Studios,2.62,82.0,7.2,False
NBA 2K12,2011.0,Sports,Take-Two Interactive,2.62,90.0,7.7,False
FIFA Soccer 10,2009.0,Sports,Electronic Arts,2.62,90.0,7.5,False
Medal of Honor,2010.0,Shooter,Electronic Arts,2.61,74.0,6.7,False
Harry Potter and the Chamber of Secrets,2002.0,Action,Electronic Arts,2.61,71.0,7.6,False
God of War Collection,2009.0,Action,Sony Computer Entertainment,2.6,91.0,8.7,False
NBA Live 2005,2004.0,Sports,Electronic Arts,2.59,84.0,8.1,False
Mario Strikers Charged,2007.0,Sports,Nintendo,2.58,79.0,8.0,False
FIFA Soccer 09,2008.0,Sports,Electronic Arts,2.58,87.0,7.5,False
Style Savvy,2008.0,Simulation,Nintendo,2.58,73.0,7.7,False
WWE SmackDown vs. RAW 2007,2006.0,Fighting,THQ,2.58,80.0,8.6,False
LEGO Star Wars: The Complete Saga,2007.0,Action,LucasArts,2.57,80.0,7.4,False
Madden NFL 08,2007.0,Sports,Electronic Arts,2.57,78.0,7.8,False
Monster Hunter Freedom 2,2007.0,Role-Playing,Capcom,2.57,72.0,8.7,False
Sonic Adventure 2 Battle,2001.0,Platform,Sega,2.56,73.0,8.3,False
Madden NFL 13,2012.0,Sports,Electronic Arts,2.56,83.0,5.5,False
Dragon Age: Origins,2009.0,Role-Playing,Electronic Arts,2.56,86.0,7.9,False
Pokémon Colosseum,2003.0,Role-Playing,Nintendo,2.54,73.0,8.0,False
LittleBigPlanet,2009.0,Platform,Sony Computer Entertainment,2.54,87.0,7.8,False
Madden NFL 09,2008.0,Sports,Electronic Arts,2.53,83.0,7.0,False
Crazy Taxi,2001.0,Racing,Acclaim Entertainment,2.52,80.0,7.9,False
Art Academy,2010.0,Misc,Nintendo,2.52,75.0,8.0,False
NBA 2K14,2013.0,Sports,Take-Two Interactive,2.52,87.0,4.9,False
Skylanders Giants,2012.0,Action,Activision,2.52,78.0,7.0,False
Deca Sports,2008.0,Sports,Konami Digital Entertainment,2.5,50.0,5.4,False
Marvel: Ultimate Alliance,2006.0,Role-Playing,Activision,2.5,82.0,7.5,False
Mortal Kombat: Deadly Alliance,2002.0,Fighting,Midway Games,2.49,79.0,8.8,False
Game Party,2007.0,Misc,Midway Games,2.48,25.0,4.3,False
Bloodborne,2015.0,Action,Sony Computer Entertainment,2.48,92.0,8.6,False
Mario Party 4,2002.0,Misc,Nintendo,2.47,70.0,7.4,False
Pure,2008.0,Racing,Disney Interactive Studios,2.47,85.0,7.7,False
NBA 2K13,2012.0,Sports,Take-Two Interactive,2.47,90.0,8.0,False
Saints Row: The Third,2011.0,Action,THQ,2.47,82.0,7.7,False
Resistance 2,2008.0,Shooter,Sony Computer Entertainment,2.46,87.0,6.1,False
NBA 2K15,2014.0,Sports,Take-Two Interactive,2.45,83.0,7.0,False
Final Fantasy Tactics,1997.0,Role-Playing,SquareSoft,2.45,83.0,8.2,False
Midnight Club: Los Angeles,2008.0,Racing,Take-Two Interactive,2.45,82.0,8.2,False
The Sims: Bustin' Out,2003.0,Simulation,Electronic Arts,2.43,81.0,8.4,False
LEGO Harry Potter: Years 1-4,2010.0,Action,Warner Bros. Interactive Entertainment,2.43,79.0,8.0,False
Call of Duty: Infinite Warfare,2016.0,Shooter,Activision,2.42,78.0,3.1,False
Madden NFL 16,2015.0,Sports,Electronic Arts,2.42,84.0,6.1,False
Tom Clancy's Rainbow Six: Vegas 2,2008.0,Shooter,Ubisoft,2.42,82.0,7.8,False
Need for Speed Carbon: Own the City,2006.0,Racing,Electronic Arts,2.42,73.0,7.9,False
Dragon Ball Z: Budokai 2,2003.0,Fighting,Atari,2.41,66.0,8.2,False
pro evolution soccer 2011,2010.0,Sports,Konami Digital Entertainment,2.41,77.0,6.8,False
ATV Offroad Fury,2001.0,Racing,Sony Computer Entertainment,2.41,82.0,8.4,False
Need for Speed: ProStreet,2007.0,Racing,Electronic Arts,2.41,62.0,6.2,False
Halo: Combat Evolved Anniversary,2011.0,Shooter,Microsoft Game Studios,2.4,82.0,8.1,False
Guitar Hero,2005.0,Misc,RedOctane,2.38,91.0,8.7,False
Madden NFL 11,2010.0,Sports,Electronic Arts,2.38,83.0,6.1,False
Dead Island,2011.0,Action,Deep Silver,2.37,71.0,6.9,False
Half-Life 2,2004.0,Shooter,Vivendi Games,2.37,96.0,9.1,False
The Incredibles,2004.0,Action,THQ,2.37,62.0,7.6,False
Madden NFL 08,2007.0,Sports,Electronic Arts,2.37,85.0,6.4,False
Tony Hawk's Underground 2,2004.0,Sports,Activision,2.37,83.0,8.8,False
Zumba Fitness,2010.0,Sports,505 Games,2.37,42.0,5.5,False
Madden NFL 10,2009.0,Sports,Electronic Arts,2.37,85.0,6.8,False
Midnight Club: Los Angeles,2008.0,Racing,Take-Two Interactive,2.35,81.0,8.5,False
Kinect: Disneyland Adventures,2011.0,Misc,Microsoft Game Studios,2.35,73.0,2.9,False
WWE SmackDown vs Raw 2008,2007.0,Fighting,THQ,2.34,71.0,7.2,False
The Legend of Zelda: Majora's Mask 3D,2015.0,Action,Nintendo,2.34,89.0,9.0,False
Resident Evil - Code: Veronica X,2001.0,Action,Capcom,2.34,84.0,8.4,False
NBA 2K16,2015.0,Sports,Take-Two Interactive,2.34,86.0,6.2,False
Kinect Sports: Season Two,2011.0,Sports,Microsoft Game Studios,2.34,66.0,6.5,False
James Bond 007: Everything or Nothing,2004.0,Shooter,Electronic Arts,2.31,84.0,9.1,False
Need For Speed: High Stakes,1999.0,Racing,Electronic Arts,2.31,86.0,8.5,False
Guild Wars 2,2012.0,Action,NCSoft,2.31,90.0,7.9,False
Paper Mario: Sticker Star,2012.0,Role-Playing,Nintendo,2.3,75.0,5.6,False
Batman: Arkham Origins,2013.0,Action,Warner Bros. Interactive Entertainment,2.29,76.0,7.7,False
LEGO Star Wars: The Complete Saga,2007.0,Action,LucasArts,2.29,80.0,6.7,False
Need for Speed Underground 2,2004.0,Racing,Electronic Arts,2.28,77.0,8.7,False
Pro Evolution Soccer 2010,2009.0,Sports,Konami Digital Entertainment,2.28,78.0,6.7,False
FIFA Soccer 09,2008.0,Sports,Electronic Arts,2.28,82.0,6.9,False
LEGO Harry Potter: Years 1-4,2010.0,Action,Warner Bros. Interactive Entertainment,2.28,72.0,7.2,False
The Sims 3,2010.0,Simulation,Electronic Arts,2.28,76.0,7.1,False
Pokemon Ranger: Shadows of Almia,2008.0,Role-Playing,Nintendo,2.28,68.0,8.2,False
Dead Island,2011.0,Action,Deep Silver,2.27,71.0,6.6,False
Kirby: Nightmare in Dream Land,2002.0,Platform,Nintendo,2.27,81.0,8.9,False
Wario Land 4,2001.0,Platform,Nintendo,2.26,88.0,8.9,False
Sonic's Ultimate Genesis Collection,2009.0,Misc,Sega,2.26,80.0,8.6,False
Far Cry: Primal,2016.0,Action,Ubisoft,2.26,76.0,6.3,False
Battlefield 1,2016.0,Shooter,Electronic Arts,2.25,87.0,8.2,False
Onimusha 2: Samurai's Destiny,2002.0,Adventure,Capcom,2.25,84.0,9.0,False
Paper Mario: The Thousand-Year Door,2004.0,Role-Playing,Nintendo,2.25,87.0,9.4,False
Madden NFL 12,2011.0,Sports,Electronic Arts,2.25,79.0,5.5,False
God of War: Ascension,2013.0,Action,Sony Computer Entertainment,2.25,80.0,7.5,False
Guitar Hero III: Legends of Rock,2007.0,Misc,Activision,2.24,83.0,7.8,False
Sonic Advance,2001.0,Platform,Sega,2.24,87.0,8.1,False
Super Monkey Ball: Banana Blitz,2006.0,Misc,Sega,2.24,74.0,5.7,False
New Super Luigi U,2013.0,Platform,Nintendo,2.24,77.0,7.9,False
Spyro: Season of Ice,2001.0,Platform,Vivendi Games,2.23,74.0,8.0,False
Dissidia: Final Fantasy,2008.0,Fighting,Square Enix,2.23,79.0,8.0,False
Madden NFL 25,2013.0,Sports,Electronic Arts,2.23,80.0,5.6,False
Borderlands 2,2012.0,Shooter,Take-Two Interactive,2.23,91.0,8.2,False
Prince of Persia: The Sands of Time,2003.0,Action,Ubisoft,2.22,92.0,8.8,False
Monster Hunter Tri,2009.0,Role-Playing,Nintendo,2.22,84.0,8.6,False
LEGO Marvel Super Heroes,2013.0,Action,Warner Bros. Interactive Entertainment,2.22,80.0,7.6,False
Tom Clancy's Rainbow Six: Siege,2015.0,Shooter,Ubisoft,2.21,73.0,7.3,False
Star Wars: The Force Unleashed,2008.0,Action,LucasArts,2.21,71.0,6.6,False
Guitar Hero II,2007.0,Misc,Activision,2.2,92.0,8.1,False
Forza Motorsport 5,2013.0,Racing,Microsoft Game Studios,2.2,79.0,5.9,False
Rock Band 2,2008.0,Misc,Electronic Arts,2.2,92.0,8.3,False
Need for Speed: Hot Pursuit,2010.0,Racing,Electronic Arts,2.2,88.0,7.0,False
LEGO Indiana Jones: The Original Adventures,2008.0,Action,Activision,2.2,80.0,7.9,False
BioShock 2,2010.0,Shooter,Take-Two Interactive,2.2,88.0,8.2,False
Star Wars: Knights of the Old Republic,2003.0,Role-Playing,Activision,2.19,94.0,9.2,False
Madden NFL 15,2014.0,Sports,Electronic Arts,2.19,81.0,6.1,False
Pro Evolution Soccer 2012,2011.0,Action,Konami Digital Entertainment,2.19,80.0,6.6,False
Saints Row,2006.0,Action,THQ,2.18,81.0,7.5,False
ATV Offroad Fury 2,2002.0,Racing,THQ,2.18,82.0,8.9,False
FIFA 15,2014.0,Sports,Electronic Arts,2.18,82.0,5.4,False
Tom Clancy's The Division,2016.0,Shooter,Ubisoft,2.16,80.0,6.9,False
Final Fantasy XIII,2010.0,Role-Playing,Square Enix,2.16,82.0,6.3,False
The Sims: House Party,2001.0,Simulation,Electronic Arts,2.16,74.0,7.9,False
Scribblenauts,2009.0,Puzzle,Warner Bros. Interactive Entertainment,2.16,79.0,7.6,False
Sonic Unleashed,2008.0,Platform,Sega,2.16,66.0,7.3,False
Pokemon Ranger,2006.0,Role-Playing,Nintendo,2.15,69.0,7.6,False
Overwatch,2016.0,Shooter,Activision,2.14,90.0,6.1,False
Hitman: Absolution,2012.0,Action,Square Enix,2.14,83.0,7.5,False
Call of Duty: Roads to Victory,2007.0,Shooter,Activision,2.13,64.0,7.5,False
Dance Dance Revolution Extreme,2004.0,Simulation,Konami Digital Entertainment,2.13,77.0,9.0,False
Final Fantasy Tactics Advance,2003.0,Role-Playing,SquareSoft,2.13,87.0,7.8,False
Your Shape featuring Jenny McCarthy,2009.0,Sports,Ubisoft,2.12,62.0,5.2,False
Project Gotham Racing,2001.0,Racing,Microsoft Game Studios,2.12,85.0,8.2,False
NBA 2K12,2011.0,Sports,Take-Two Interactive,2.11,90.0,6.7,False
Need for Speed: Hot Pursuit 2,2002.0,Racing,Electronic Arts,2.11,89.0,8.5,False
Dynasty Warriors 4,2003.0,Action,Tecmo Koei,2.11,78.0,9.3,False
NBA 2K14,2013.0,Sports,Take-Two Interactive,2.11,84.0,4.9,False
Parasite Eve,1998.0,Role-Playing,SquareSoft,2.1,81.0,8.9,False
Tetris DS,2006.0,Puzzle,Nintendo,2.1,84.0,8.7,False
Battlefield: Hardline,2015.0,Shooter,Electronic Arts,2.1,73.0,5.0,False
Mortal Kombat,2011.0,Fighting,Warner Bros. Interactive Entertainment,2.1,86.0,8.3,False
Borderlands,2009.0,Shooter,Take-Two Interactive,2.09,83.0,7.9,False
Devil May Cry 3: Dante's Awakening,2005.0,Action,Capcom,2.09,84.0,9.0,False
NBA 2K11,2010.0,Action,Take-Two Interactive,2.09,89.0,8.1,False
Dying Light,2015.0,Action,Warner Bros. Interactive Entertainment,2.09,74.0,7.9,False
Dead Rising,2006.0,Action,Capcom,2.08,85.0,7.6,False
World of Warcraft: Cataclysm,2010.0,Role-Playing,Activision,2.08,90.0,5.6,False
Tetris Worlds,2002.0,Puzzle,THQ,2.08,44.0,6.2,False
Final Fantasy III,2006.0,Role-Playing,Square Enix,2.08,77.0,7.1,False
Mario Party 5,2003.0,Misc,Nintendo,2.08,69.0,8.2,False
Portal 2,2011.0,Shooter,Valve Software,2.08,95.0,8.5,False
Mario Sports Mix,2010.0,Sports,Nintendo,2.08,64.0,7.1,False
Need for Speed: Most Wanted 5-1-0,2005.0,Racing,Electronic Arts,2.07,72.0,7.8,False
The Sims 2: Pets,2006.0,Simulation,Electronic Arts,2.07,49.0,5.2,False
Dance Dance Revolution: Hottest Party,2007.0,Simulation,Konami Digital Entertainment,2.07,73.0,7.1,False
DriveClub,2014.0,Racing,Sony Computer Entertainment,2.07,71.0,6.1,False
UFC 2009 Undisputed,2009.0,Fighting,THQ,2.06,83.0,7.9,False
Metal Gear Solid: Peace Walker,2010.0,Action,Konami Digital Entertainment,2.06,89.0,8.9,False
R4: Ridge Racer Type 4,1998.0,Racing,Namco Bandai Games,2.06,88.0,9.2,False
Kingdom Hearts: Birth by Sleep,2010.0,Role-Playing,Square Enix,2.06,82.0,8.6,False
SoulCalibur II,2003.0,Fighting,Namco Bandai Games,2.06,92.0,8.8,False
Need for Speed: ProStreet,2007.0,Racing,Electronic Arts,2.05,72.0,7.1,False
Sonic Mega Collection,2002.0,Misc,Infogrames,2.05,75.0,8.8,False
Need For Speed: Undercover,2008.0,Racing,Electronic Arts,2.05,59.0,5.9,False
SOCOM: U.S. Navy SEALs: Combined Assault,2006.0,Shooter,Sony Computer Entertainment,2.04,72.0,9.0,False
Peter Jackson's King Kong: The Official Game of the Movie,2005.0,Action,Ubisoft,2.04,82.0,8.2,False
Need for Speed: ProStreet,2007.0,Racing,Electronic Arts,2.04,73.0,6.0,False
Donkey Kong Country,2003.0,Platform,Nintendo,2.04,78.0,8.9,False
Dance Central 2,2011.0,Misc,Microsoft Game Studios,2.04,86.0,8.2,False
Carnival Games,2008.0,Misc,Take-Two Interactive,2.03,48.0,3.3,False
NBA Live 2004,2003.0,Sports,Electronic Arts,2.03,86.0,7.7,False
Call of Duty 2,2005.0,Shooter,Activision,2.03,89.0,8.1,False
Rayman Raving Rabbids: TV Party,2008.0,Misc,Ubisoft,2.03,73.0,7.7,False
Pokémon Mystery Dungeon: Blue Rescue Team,2005.0,Role-Playing,Nintendo,2.02,62.0,8.1,False
Dark Souls,2011.0,Role-Playing,Namco Bandai Games,2.02,89.0,8.7,False
Just Dance 3,2011.0,Misc,Ubisoft,2.02,70.0,7.7,False
Battlefield 4,2013.0,Shooter,Electronic Arts,2.02,81.0,6.6,False
Fire Emblem: Awakening,2012.0,Role-Playing,Nintendo,2.01,92.0,9.1,False
Need for Speed: The Run,2011.0,Action,Electronic Arts,2.01,64.0,6.4,False
Dragon Age: Inquisition,2014.0,Role-Playing,Electronic Arts,2.01,89.0,7.4,False
Dead Space,2008.0,Action,Electronic Arts,2.0,88.0,8.8,False
Mortal Kombat vs. DC Universe,2008.0,Fighting,Midway Games,2.0,76.0,7.1,False
TouchMaster,2007.0,Puzzle,Midway Games,2.0,71.0,5.7,False
Tenchu: Stealth Assassins,1997.0,Action,Activision,1.99,87.0,8.8,False
Harry Potter and the Chamber of Secrets,2002.0,Action,Electronic Arts,1.99,76.0,7.9,False
Kingdom Hearts 358/2 Days,2009.0,Role-Playing,Square Enix,1.98,75.0,7.8,False
Skate 3,2010.0,Sports,Electronic Arts,1.98,80.0,7.6,False
Need for Speed Rivals,2013.0,Racing,Electronic Arts,1.98,80.0,6.2,False
Spyro: Enter the Dragonfly,2002.0,Platform,Universal Interactive,1.97,56.0,4.1,False
Devil May Cry 2,2003.0,Action,Capcom,1.97,68.0,6.6,False
Hot Shots Golf: Open Tee,2004.0,Sports,Sony Computer Entertainment,1.96,81.0,8.7,False
Forza Horizon,2012.0,Racing,Microsoft Game Studios,1.96,85.0,8.4,False
Tom Clancy's Rainbow Six: Vegas,2006.0,Shooter,Ubisoft,1.95,88.0,8.3,False
Crash Nitro Kart,2003.0,Racing,Vivendi Games,1.95,69.0,7.7,False
Resident Evil 6,2012.0,Shooter,Capcom,1.95,67.0,5.0,False
Grand Theft Auto: San Andreas,2005.0,Action,Take-Two Interactive,1.95,93.0,8.6,False
NBA Street Vol. 2,2003.0,Sports,Electronic Arts,1.95,90.0,8.8,False
Def Jam Vendetta,2003.0,Fighting,Electronic Arts,1.94,80.0,8.9,False
Kirby Squeak Squad,2006.0,Platform,Nintendo,1.94,71.0,8.1,False
Burnout Paradise,2008.0,Racing,Electronic Arts,1.94,87.0,7.7,False
The Sims 3,2010.0,Simulation,Electronic Arts,1.94,78.0,6.4,False
FIFA Soccer 09,2008.0,Sports,Electronic Arts,1.94,87.0,8.0,False
Dragon Ball Z: Budokai 3,2004.0,Fighting,Atari,1.94,77.0,8.9,False
Call of Duty: World at War,2008.0,Shooter,Activision,1.94,83.0,7.6,False
Tom Clancy's Ghost Recon,2002.0,Shooter,Ubisoft,1.94,63.0,8.3,False
BioShock Infinite,2013.0,Shooter,Take-Two Interactive,1.93,93.0,8.5,False
X-Men Legends,2004.0,Role-Playing,Activision,1.93,79.0,8.5,False
Mortal Kombat vs. DC Universe,2008.0,Fighting,Midway Games,1.93,72.0,7.5,False
Destiny: The Taken King,2015.0,Shooter,Activision,1.93,86.0,6.0,False
Red Faction,2001.0,Shooter,THQ,1.92,88.0,8.0,True
The Sims: Makin' Magic,2003.0,Simulation,Electronic Arts,1.92,80.0,8.6,False
Mario Party: Island Tour,2013.0,Misc,Nintendo,1.92,57.0,6.3,False
MX Unleashed,2004.0,Racing,THQ,1.92,80.0,9.2,False
PaRappa The Rapper,1996.0,Misc,Sony Computer Entertainment,1.92,92.0,7.4,False
Guitar Hero: World Tour,2008.0,Misc,Activision,1.92,84.0,7.5,False
Need for Speed: Shift,2009.0,Racing,Electronic Arts,1.91,83.0,6.5,False
Diablo III,2013.0,Role-Playing,Activision,1.91,86.0,6.4,False
LittleBigPlanet 3,2014.0,Platform,Sony Computer Entertainment,1.91,79.0,7.1,False
Star Wars Rogue Leader: Rogue Squadron II,2001.0,Simulation,LucasArts,1.9,90.0,8.6,False
Mario Super Sluggers,2008.0,Sports,Nintendo,1.89,69.0,7.8,False
Monopoly,2008.0,Misc,Electronic Arts,1.89,70.0,7.8,False
Madden NFL 09,2008.0,Sports,Electronic Arts,1.88,85.0,4.4,False
Batman: Arkham Origins,2013.0,Action,Warner Bros. Interactive Entertainment,1.88,74.0,7.5,False
Game Party 2,2008.0,Misc,Midway Games,1.88,29.0,4.6,False
Mortal Kombat: Deception,2004.0,Fighting,Midway Games,1.88,81.0,8.5,False
NBA 2K17,2016.0,Sports,Take-Two Interactive,1.88,88.0,6.7,False
Toy Story Mania!,2009.0,Misc,Disney Interactive Studios,1.88,49.0,6.6,False
Star Fox Adventures,2002.0,Adventure,Nintendo,1.87,82.0,7.7,False
Madden NFL 25,2013.0,Sports,Electronic Arts,1.87,76.0,4.1,False
Dynasty Warriors 3,2001.0,Action,THQ,1.87,78.0,9.1,False
Madden NFL 06,2005.0,Sports,Electronic Arts,1.86,86.0,6.7,False
Shrek 2,2004.0,Platform,Activision,1.86,71.0,8.5,False
The Legend of Dragoon,1999.0,Role-Playing,Sony Computer Entertainment,1.86,74.0,8.4,False
Star Wars: The Force Unleashed,2008.0,Action,LucasArts,1.86,71.0,7.9,False
NBA Live 2002,2001.0,Sports,Electronic Arts,1.86,70.0,7.4,False
Just Cause 3,2015.0,Action,Square Enix,1.86,73.0,6.5,False
Chrono Cross,1999.0,Role-Playing,SquareSoft,1.86,94.0,8.1,False
Jak 3,2004.0,Platform,Sony Computer Entertainment,1.85,84.0,8.6,False
Kingdom Hearts: Chain of Memories,2004.0,Role-Playing,Square Enix,1.85,76.0,7.9,False
Max Payne 3,2012.0,Shooter,Take-Two Interactive,1.85,87.0,7.8,False
LEGO Marvel Super Heroes,2013.0,Action,Warner Bros. Interactive Entertainment,1.84,82.0,7.9,False
Phineas and Ferb,2009.0,Action,Disney Interactive Studios,1.84,80.0,4.5,False
