id,Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,coded
38972,M,0.56,0.44,0.155,1.0285,0.4415,0.2825,0.285,9,3
62117,I,0.425,0.305,0.105,0.3435,0.1735,0.093,0.1,7,1
39048,I,0.435,0.33,0.115,0.3595,0.1415,0.0885,0.1185,8,1
30045,I,0.595,0.455,0.135,1.0265,0.5175,0.2085,0.2575,9,1
52795,I,0.325,0.225,0.085,0.1365,0.053,0.033,0.0395,5,1
72094,M,0.44,0.325,0.1,0.4365,0.184,0.086,0.115,9,3
72968,M,0.52,0.4,0.105,0.6605,0.2945,0.153,0.1435,8,3
69817,I,0.495,0.375,0.12,0.5805,0.2675,0.1175,0.17,9,1
89379,I,0.45,0.355,0.105,0.3675,0.1865,0.0785,0.1175,7,1
55973,M,0.525,0.4,0.14,0.8295,0.3365,0.1725,0.2485,10,3
79773,M,0.6,0.505,0.19,1.3305,0.4605,0.3045,0.435,22,3
10218,I,0.395,0.305,0.09,0.2715,0.113,0.0535,0.085,7,1
12060,F,0.515,0.4,0.135,0.6895,0.3595,0.158,0.2025,9,2
19966,F,0.555,0.43,0.13,0.7595,0.2975,0.1575,0.2735,11,2
32540,F,0.65,0.5,0.2,1.473,0.6975,0.3005,0.3725,10,2
3789,M,0.58,0.465,0.15,0.957,0.486,0.2155,0.2475,9,3
27616,F,0.585,0.45,0.15,0.974,0.4385,0.2315,0.26,9,2
82283,M,0.645,0.525,0.195,1.489,0.5935,0.3415,0.425,18,3
14701,F,0.61,0.475,0.165,1.035,0.3605,0.2245,0.3,16,2
618,I,0.555,0.43,0.15,0.9085,0.4275,0.1315,0.2165,8,1
38982,I,0.465,0.355,0.135,0.5075,0.21,0.088,0.1435,12,1
83045,M,0.575,0.445,0.135,0.8955,0.4125,0.1785,0.2385,10,3
85006,I,0.46,0.355,0.11,0.4255,0.1775,0.0905,0.131,9,1
18416,I,0.37,0.295,0.095,0.2425,0.104,0.0405,0.08,8,1
34203,I,0.385,0.28,0.095,0.244,0.095,0.0575,0.0875,8,1
26829,M,0.505,0.445,0.14,0.78,0.3165,0.184,0.253,9,3
61447,F,0.59,0.465,0.17,1.0325,0.4245,0.2185,0.3535,11,2
73995,F,0.595,0.475,0.15,0.9205,0.4985,0.2195,0.2265,8,2
2299,I,0.44,0.335,0.11,0.3675,0.1525,0.0825,0.12,7,1
7519,I,0.435,0.345,0.115,0.4075,0.1355,0.083,0.1165,9,1
23458,M,0.6,0.46,0.17,1.0985,0.4125,0.245,0.375,12,3
48902,F,0.63,0.505,0.17,1.3275,0.4975,0.3255,0.41,19,2
54475,F,0.61,0.48,0.16,1.049,0.4145,0.2895,0.33,9,2
45631,I,0.525,0.4,0.115,0.5805,0.2785,0.1225,0.177,8,1
70777,F,0.58,0.45,0.145,0.98,0.399,0.185,0.285,19,2
68139,I,0.225,0.17,0.055,0.0515,0.019,0.012,0.018,4,1
68661,M,0.41,0.305,0.1,0.368,0.173,0.0565,0.095,7,3
17708,I,0.405,0.315,0.095,0.336,0.1525,0.07,0.0815,6,1
18620,I,0.53,0.415,0.125,0.515,0.2385,0.1325,0.185,8,1
86142,I,0.51,0.38,0.12,0.5725,0.235,0.1215,0.175,8,1
36650,F,0.67,0.525,0.18,1.492,0.6245,0.4115,0.3875,10,2
37434,I,0.5,0.38,0.12,0.5195,0.2165,0.1155,0.1455,7,1
4941,I,0.49,0.395,0.105,0.5335,0.285,0.0845,0.1395,7,1
73985,M,0.72,0.57,0.2,1.838,0.914,0.3125,0.52,17,3
62783,F,0.56,0.415,0.17,0.875,0.3695,0.2005,0.255,9,2
36953,F,0.61,0.46,0.17,1.2635,0.4895,0.2695,0.305,17,2
36286,I,0.255,0.19,0.07,0.081,0.0335,0.0185,0.025,4,1
81360,M,0.575,0.46,0.13,0.9335,0.4925,0.2105,0.228,8,3
42242,I,0.255,0.19,0.065,0.0635,0.0245,0.018,0.025,4,1
2360,M,0.38,0.325,0.1,0.3105,0.12,0.074,0.105,8,3
50706,I,0.415,0.325,0.095,0.4385,0.208,0.0935,0.1,7,1
39620,M,0.3,0.22,0.08,0.14,0.0575,0.0335,0.043,6,3
81287,F,0.67,0.53,0.185,1.473,0.621,0.3465,0.3785,11,2
28422,F,0.705,0.535,0.17,1.473,0.7295,0.339,0.37,10,2
52923,M,0.59,0.465,0.14,0.9595,0.46,0.2095,0.29,10,3
47790,I,0.32,0.24,0.07,0.126,0.0595,0.0275,0.038,5,1
57345,I,0.455,0.35,0.105,0.4465,0.215,0.0955,0.145,10,1
66268,M,0.625,0.47,0.15,1.136,0.5995,0.2325,0.305,11,3
57905,I,0.275,0.195,0.07,0.122,0.0205,0.0245,0.0255,6,1
8887,M,0.58,0.44,0.16,0.8295,0.3365,0.2005,0.2485,11,3
26018,I,0.465,0.36,0.125,0.4935,0.229,0.1135,0.145,8,1
40375,F,0.61,0.46,0.185,1.3465,0.5475,0.2965,0.315,10,2
33703,I,0.34,0.26,0.08,0.18,0.081,0.0345,0.05,6,1
48439,M,0.475,0.36,0.125,0.532,0.233,0.13,0.1465,8,3
49590,M,0.58,0.45,0.165,1.0825,0.3485,0.2315,0.37,19,3
7126,I,0.41,0.305,0.1,0.3075,0.143,0.057,0.092,8,1
85852,F,0.595,0.465,0.16,1.1005,0.5265,0.166,0.265,9,2
52071,I,0.47,0.355,0.115,0.4725,0.2365,0.112,0.132,9,1
80555,I,0.415,0.305,0.095,0.27,0.09,0.0665,0.09,7,1
35149,M,0.605,0.475,0.16,1.0405,0.3835,0.2155,0.35,15,3
8979,F,0.605,0.45,0.16,0.7715,0.358,0.15,0.215,10,2
6096,I,0.415,0.315,0.105,0.3185,0.1575,0.057,0.095,10,1
10098,M,0.54,0.41,0.135,0.7495,0.328,0.1735,0.202,9,3
32772,M,0.59,0.465,0.16,1.0885,0.4535,0.2555,0.25,11,3
23373,M,0.64,0.51,0.175,1.539,0.6205,0.342,0.44,11,3
82887,I,0.62,0.49,0.18,1.3745,0.6065,0.3555,0.335,14,1
60121,I,0.435,0.335,0.11,0.4335,0.2,0.081,0.11,7,1
58515,I,0.48,0.375,0.12,0.5805,0.2485,0.1075,0.1325,8,1
58037,I,0.47,0.365,0.135,0.4865,0.2275,0.1165,0.1505,8,1
31043,M,0.655,0.495,0.175,1.2275,0.532,0.2265,0.345,9,3
69438,M,0.59,0.47,0.16,0.9555,0.363,0.213,0.295,13,3
69788,I,0.21,0.15,0.04,0.037,0.0235,0.0065,0.01,4,1
38728,M,0.495,0.36,0.125,0.5795,0.246,0.1265,0.13,7,3
33807,F,0.54,0.465,0.14,0.949,0.3415,0.2355,0.278,21,2
53794,F,0.57,0.435,0.145,0.894,0.3925,0.1915,0.2425,8,2
36252,M,0.575,0.46,0.155,1.017,0.4915,0.2145,0.26,9,3
13865,I,0.28,0.12,0.065,0.117,0.053,0.0185,0.03,6,1
20692,M,0.52,0.435,0.14,0.873,0.3685,0.196,0.195,9,3
33671,I,0.225,0.17,0.07,0.048,0.024,0.003,0.0105,5,1
36363,F,0.44,0.35,0.11,0.411,0.1655,0.0965,0.13,8,2
32937,I,0.45,0.32,0.11,0.38,0.173,0.07,0.1025,6,1
22799,I,0.465,0.345,0.105,0.4745,0.213,0.108,0.128,8,1
46112,I,0.2,0.145,0.055,0.0425,0.017,0.011,0.011,5,1
88284,I,0.375,0.29,0.095,0.2365,0.096,0.0495,0.063,7,1
80567,I,0.255,0.19,0.05,0.0815,0.028,0.016,0.018,3,1
37155,M,0.615,0.46,0.175,1.0885,0.454,0.227,0.3,10,3
3861,I,0.48,0.38,0.1,0.4565,0.1845,0.1185,0.13,9,1
42934,M,0.52,0.455,0.175,0.973,0.2985,0.2135,0.355,14,3
29023,I,0.54,0.415,0.12,0.7115,0.3465,0.1235,0.182,8,1
63326,M,0.565,0.44,0.145,0.8105,0.3465,0.1705,0.24,9,3
54859,M,0.49,0.385,0.125,0.6595,0.2485,0.2035,0.16,14,3
39045,I,0.52,0.395,0.12,0.6125,0.2875,0.1155,0.1535,8,1
43470,M,0.54,0.43,0.145,0.7555,0.3935,0.1525,0.2235,8,3
17613,I,0.46,0.36,0.145,0.4785,0.2105,0.1165,0.145,11,1
69292,M,0.635,0.485,0.175,1.514,0.4895,0.2435,0.515,20,3
53825,I,0.4,0.31,0.11,0.3445,0.1575,0.0775,0.085,7,1
41752,M,0.595,0.445,0.15,0.9065,0.3995,0.2035,0.2035,9,3
34168,I,0.47,0.34,0.135,0.514,0.231,0.11,0.13,6,1
5707,I,0.335,0.255,0.075,0.1635,0.0625,0.03,0.057,6,1
28825,F,0.535,0.435,0.16,0.949,0.2985,0.2395,0.345,13,2
56803,M,0.44,0.34,0.1,0.386,0.1695,0.074,0.14,9,3
25114,M,0.525,0.41,0.155,0.6965,0.3555,0.1315,0.228,9,3
20112,F,0.525,0.425,0.14,0.8145,0.3315,0.174,0.24,12,2
10783,F,0.58,0.475,0.18,0.95,0.4155,0.1945,0.265,10,2
66170,M,0.605,0.465,0.155,1.1715,0.6115,0.2355,0.285,11,3
88648,F,0.515,0.4,0.125,0.6665,0.258,0.1675,0.18,12,2
11535,I,0.355,0.26,0.08,0.2285,0.0705,0.0465,0.063,8,1
63720,I,0.435,0.335,0.115,0.3785,0.1585,0.0715,0.109,7,1
28012,M,0.67,0.55,0.175,1.3405,0.664,0.3105,0.4,11,3
7383,I,0.37,0.29,0.08,0.2225,0.089,0.054,0.075,7,1
6888,F,0.6,0.46,0.18,0.9765,0.481,0.199,0.255,10,2
41507,I,0.25,0.18,0.05,0.0645,0.0285,0.015,0.0195,7,1
15399,I,0.275,0.185,0.065,0.096,0.0385,0.0215,0.0215,6,1
37450,I,0.43,0.345,0.11,0.3675,0.2055,0.082,0.125,8,1
61782,M,0.335,0.25,0.08,0.167,0.0745,0.051,0.05,5,3
79752,I,0.5,0.375,0.125,0.549,0.2295,0.1065,0.19,8,1
64064,I,0.5,0.395,0.17,0.6335,0.2305,0.1295,0.19,16,1
27295,I,0.57,0.435,0.135,0.7545,0.3265,0.17,0.2365,9,1
34927,M,0.695,0.525,0.18,1.8165,0.8175,0.4015,0.435,11,3
34402,F,0.71,0.555,0.175,1.5245,0.4935,0.3355,0.41,18,2
88748,M,0.585,0.475,0.15,0.983,0.456,0.2385,0.26,9,3
44701,F,0.6,0.475,0.175,1.271,0.527,0.3025,0.331,10,2
45795,F,0.575,0.48,0.145,0.9955,0.3945,0.229,0.305,11,2
41374,I,0.545,0.43,0.14,0.7545,0.3325,0.1615,0.225,9,1
39664,F,0.53,0.42,0.145,0.8295,0.3045,0.19,0.22,10,2
67469,M,0.515,0.405,0.16,0.976,0.2975,0.16,0.36,16,3
23023,I,0.365,0.285,0.085,0.2225,0.093,0.0445,0.06,6,1
47841,I,0.335,0.26,0.09,0.17,0.076,0.0365,0.055,6,1
43590,M,0.645,0.485,0.165,1.2095,0.5575,0.26,0.3,9,3
61673,I,0.43,0.345,0.105,0.3915,0.163,0.0835,0.1135,8,1
66819,M,0.65,0.5,0.165,1.0735,0.4325,0.1825,0.3315,9,3
54724,F,0.61,0.485,0.14,1.0145,0.5315,0.212,0.2815,10,2
74693,F,0.585,0.475,0.135,1.0585,0.3935,0.197,0.325,15,2
72100,F,0.615,0.475,0.14,0.938,0.414,0.182,0.24,8,2
64190,F,0.45,0.36,0.11,0.478,0.1725,0.105,0.16,8,2
78644,F,0.625,0.505,0.175,1.403,0.6525,0.3125,0.405,11,2
33813,F,0.575,0.435,0.155,0.8855,0.292,0.206,0.255,10,2
7884,M,0.56,0.44,0.155,0.834,0.3395,0.1815,0.25,13,3
38778,I,0.275,0.195,0.08,0.099,0.037,0.0295,0.03,5,1
24441,M,0.515,0.42,0.14,0.8745,0.2975,0.195,0.235,15,3
85383,M,0.52,0.385,0.175,0.755,0.2316,0.1625,0.26,16,3
2625,F,0.545,0.435,0.175,0.8425,0.2985,0.1795,0.275,14,2
8663,I,0.445,0.335,0.12,0.4195,0.1705,0.08,0.12,7,1
76634,M,0.695,0.54,0.185,1.541,0.6435,0.3705,0.435,11,3
28189,F,0.655,0.535,0.18,1.5015,0.684,0.311,0.4875,25,2
41010,M,0.585,0.47,0.15,0.9,0.336,0.2065,0.26,14,3
36783,M,0.475,0.36,0.125,0.4555,0.213,0.095,0.155,9,3
82815,F,0.58,0.46,0.17,0.8685,0.3745,0.1475,0.26,12,2
68624,I,0.215,0.15,0.03,0.0385,0.0115,0.005,0.0125,4,1
15333,I,0.28,0.21,0.06,0.1055,0.0385,0.0205,0.04,6,1
25841,M,0.58,0.45,0.145,0.869,0.3285,0.1905,0.255,11,3
12165,F,0.515,0.395,0.125,0.836,0.34,0.1415,0.22,14,2
88489,F,0.67,0.54,0.185,1.539,0.7105,0.3355,0.41,11,2
46106,M,0.55,0.425,0.145,0.7665,0.3025,0.1735,0.24,11,3
7926,I,0.555,0.435,0.135,0.662,0.3045,0.159,0.2125,9,1
31918,I,0.505,0.375,0.125,0.5805,0.269,0.1325,0.14,8,1
56877,F,0.6,0.48,0.165,1.046,0.3795,0.2345,0.31,9,2
43083,M,0.625,0.515,0.18,1.4105,0.6715,0.2775,0.3465,11,3
47990,M,0.68,0.535,0.185,1.607,0.7175,0.3215,0.498,11,3
31091,F,0.52,0.435,0.145,0.9885,0.387,0.195,0.32,9,2
60143,I,0.315,0.235,0.075,0.1585,0.0635,0.0355,0.0445,5,1
920,F,0.575,0.45,0.15,0.8665,0.3695,0.1905,0.24,9,2
49820,M,0.655,0.52,0.165,1.3685,0.5305,0.3235,0.42,14,3
38477,M,0.58,0.425,0.145,0.8495,0.3085,0.1685,0.24,16,3
77013,I,0.41,0.32,0.11,0.3445,0.158,0.071,0.09,8,1
87519,M,0.515,0.4,0.12,0.5765,0.2915,0.116,0.19,8,3
76017,M,0.39,0.26,0.1,0.2825,0.1135,0.056,0.0855,7,3
10102,F,0.54,0.42,0.205,1.2255,0.415,0.2375,0.435,21,2
124,M,0.54,0.415,0.14,0.8965,0.3175,0.129,0.355,22,3
49173,I,0.43,0.345,0.11,0.406,0.1645,0.0855,0.135,8,1
38542,F,0.58,0.465,0.145,0.868,0.4275,0.1905,0.259,9,2
81097,F,0.615,0.475,0.155,1.0285,0.4435,0.2705,0.285,8,2
33664,M,0.5,0.4,0.145,0.7805,0.2975,0.1695,0.25,12,3
18457,M,0.45,0.36,0.1,0.525,0.2165,0.115,0.125,7,3
62412,I,0.505,0.395,0.135,0.6295,0.2985,0.1215,0.175,10,1
9722,M,0.575,0.45,0.145,0.895,0.3605,0.195,0.26,15,3
51935,M,0.6,0.475,0.16,1.1645,0.5705,0.2385,0.3375,10,3
20818,F,0.61,0.475,0.15,0.9665,0.4145,0.1855,0.345,11,2
17486,I,0.62,0.475,0.135,1.05,0.4935,0.232,0.255,9,1
45827,F,0.63,0.515,0.19,1.3665,0.5015,0.3305,0.4305,10,2
62490,F,0.54,0.45,0.16,0.7815,0.318,0.158,0.245,9,2
36246,F,0.655,0.51,0.17,1.407,0.818,0.229,0.341,9,2
63729,I,0.5,0.375,0.105,0.6025,0.234,0.11,0.19,10,1
32584,I,0.425,0.315,0.1,0.382,0.164,0.0745,0.1,7,1
77367,M,0.58,0.455,0.155,0.852,0.3395,0.1855,0.275,12,3
28611,I,0.255,0.19,0.04,0.059,0.0255,0.015,0.025,4,1
73945,F,0.565,0.44,0.15,0.8745,0.414,0.1905,0.25,8,2
41824,F,0.56,0.425,0.14,0.874,0.3935,0.1855,0.24,9,2
3434,F,0.565,0.455,0.16,0.9185,0.3285,0.2185,0.315,13,2
18024,F,0.45,0.345,0.105,0.434,0.193,0.084,0.1175,9,2
10815,I,0.275,0.21,0.085,0.0925,0.0385,0.0225,0.03,4,1
21333,I,0.51,0.38,0.125,0.5715,0.239,0.1155,0.161,8,1
62039,F,0.67,0.5,0.175,1.406,0.6205,0.3345,0.3165,10,2
58983,M,0.695,0.52,0.195,1.6195,0.74,0.3115,0.3725,11,3
151,I,0.335,0.25,0.08,0.1475,0.0655,0.0385,0.05,5,1
16024,M,0.52,0.415,0.105,0.8115,0.3235,0.159,0.225,9,3
72275,I,0.575,0.45,0.135,0.867,0.4735,0.1705,0.23,8,1
10153,I,0.53,0.415,0.14,0.724,0.3575,0.1675,0.205,9,1
45782,M,0.63,0.51,0.175,1.39,0.6435,0.2945,0.332,11,3
80965,I,0.46,0.305,0.13,0.5425,0.198,0.0665,0.19,8,1
25125,F,0.57,0.465,0.17,0.955,0.4025,0.2215,0.295,13,2
49709,I,0.32,0.23,0.075,0.1585,0.075,0.047,0.0455,7,1
47575,F,0.495,0.395,0.145,0.6275,0.2875,0.1175,0.225,7,2
68700,F,0.595,0.445,0.16,1.055,0.4525,0.231,0.23,8,2
88834,I,0.25,0.18,0.065,0.099,0.0245,0.0125,0.03,6,1
1738,I,0.41,0.325,0.1,0.2815,0.1665,0.07,0.0955,8,1
31992,F,0.53,0.42,0.14,0.769,0.3205,0.1565,0.208,10,2
22370,I,0.34,0.255,0.085,0.18,0.0615,0.037,0.05,6,1
27498,I,0.485,0.37,0.115,0.531,0.2065,0.093,0.135,8,1
75870,M,0.58,0.45,0.125,0.9285,0.3825,0.1805,0.263,9,3
55649,M,0.6,0.475,0.14,1.1135,0.539,0.27,0.2695,9,3
76618,M,0.53,0.41,0.135,0.6955,0.2975,0.15,0.22,10,3
28958,M,0.595,0.475,0.16,1.0145,0.4525,0.2595,0.27,10,3
48406,I,0.45,0.335,0.105,0.4555,0.1895,0.0895,0.1185,8,1
5438,F,0.625,0.475,0.17,1.1745,0.5305,0.2525,0.349,9,2
65359,I,0.285,0.205,0.07,0.096,0.039,0.022,0.028,5,1
51874,I,0.3,0.21,0.065,0.1115,0.0385,0.0125,0.03,6,1
81581,F,0.67,0.51,0.175,1.274,0.594,0.3,0.38,9,2
87952,F,0.56,0.445,0.15,0.8535,0.275,0.183,0.275,18,2
47720,F,0.595,0.475,0.18,1.066,0.3935,0.2175,0.355,13,2
68957,I,0.315,0.235,0.075,0.179,0.061,0.0255,0.05,6,1
34305,I,0.245,0.17,0.065,0.0765,0.034,0.014,0.0215,5,1
36857,I,0.425,0.31,0.095,0.335,0.1545,0.037,0.09,6,1
17953,M,0.385,0.29,0.09,0.237,0.097,0.0405,0.0825,8,3
57449,M,0.44,0.345,0.115,0.3625,0.134,0.084,0.12,7,3
69349,F,0.545,0.44,0.16,1.0045,0.4435,0.1905,0.265,9,2
60962,M,0.505,0.385,0.145,0.6515,0.2695,0.153,0.175,7,3
80029,F,0.55,0.425,0.145,0.7385,0.289,0.139,0.205,10,2
66631,I,0.4,0.315,0.11,0.3435,0.1525,0.061,0.1,7,1
87853,M,0.6,0.495,0.175,1.288,0.6115,0.2805,0.345,12,3
53429,M,0.38,0.27,0.085,0.2325,0.115,0.05,0.055,8,3
58068,I,0.49,0.38,0.105,0.5805,0.3045,0.144,0.165,8,1
70745,I,0.565,0.46,0.155,0.8745,0.416,0.161,0.2425,10,1
27953,F,0.41,0.305,0.115,0.3935,0.165,0.076,0.1,6,2
54753,M,0.58,0.465,0.14,0.834,0.3595,0.1955,0.245,9,3
19211,I,0.325,0.24,0.075,0.1425,0.0595,0.0335,0.04,6,1
83365,I,0.33,0.23,0.08,0.14,0.0565,0.0365,0.046,8,1
76739,I,0.525,0.39,0.135,0.6385,0.3045,0.1455,0.175,9,1
8311,M,0.575,0.45,0.135,0.807,0.3635,0.184,0.215,9,3
69888,F,0.685,0.535,0.205,1.5595,0.742,0.3645,0.48,15,2
58100,M,0.59,0.455,0.14,0.9685,0.49,0.182,0.27,9,3
2633,F,0.65,0.5,0.19,1.4465,0.5975,0.3795,0.375,12,2
1348,I,0.46,0.35,0.11,0.3755,0.1555,0.0655,0.1175,7,1
21821,M,0.175,0.125,0.04,0.0235,0.0095,0.0035,0.008,4,3
21758,M,0.615,0.475,0.15,1.1785,0.5885,0.2445,0.2985,10,3
81754,F,0.565,0.45,0.175,0.9265,0.3835,0.1655,0.335,13,2
59645,M,0.61,0.47,0.16,1.04,0.422,0.2475,0.285,10,3
42363,M,0.57,0.445,0.165,0.9565,0.425,0.176,0.2515,9,3
51659,F,0.42,0.32,0.13,0.3765,0.1565,0.0785,0.13,13,2
10901,I,0.37,0.28,0.09,0.2865,0.115,0.038,0.085,8,1
6851,I,0.175,0.125,0.05,0.0235,0.008,0.0035,0.008,4,1
14468,M,0.46,0.38,0.125,0.562,0.271,0.1335,0.175,10,3
66393,I,0.515,0.35,0.14,0.596,0.295,0.096,0.1415,9,1
88495,M,0.59,0.455,0.155,1.1785,0.566,0.2785,0.335,10,3
48119,F,0.58,0.47,0.15,0.9455,0.336,0.176,0.325,13,2
4492,I,0.505,0.38,0.125,0.5795,0.2755,0.1045,0.17,8,1
8754,I,0.495,0.38,0.12,0.567,0.248,0.1335,0.185,8,1
8774,I,0.5,0.35,0.115,0.4385,0.188,0.0855,0.1175,6,1
11014,I,0.395,0.3,0.09,0.306,0.1335,0.0525,0.091,6,1
21666,F,0.565,0.445,0.145,0.9195,0.4345,0.1985,0.2575,10,2
12263,F,0.71,0.545,0.175,1.908,0.5425,0.4565,0.575,11,2
17163,M,0.67,0.51,0.195,1.3635,0.583,0.2985,0.57,20,3
28864,F,0.595,0.47,0.175,1.056,0.33,0.2155,0.37,17,2
57990,I,0.315,0.265,0.085,0.18,0.07,0.0385,0.0485,9,1
39273,M,0.68,0.525,0.2,1.4385,0.639,0.314,0.47,12,3
81639,M,0.695,0.55,0.185,1.8795,0.675,0.4095,0.45,18,3
27607,M,0.645,0.51,0.16,1.2235,0.5775,0.2635,0.317,9,3
84000,M,0.595,0.455,0.165,1.098,0.497,0.239,0.33,11,3
59438,M,0.64,0.51,0.2,1.3695,0.6155,0.2635,0.37,11,3
8194,I,0.28,0.205,0.08,0.1145,0.059,0.0265,0.03,6,1
44403,F,0.41,0.32,0.09,0.372,0.188,0.0755,0.195,10,2
77197,F,0.605,0.47,0.15,1.114,0.4955,0.2745,0.31,9,2
58832,I,0.405,0.31,0.105,0.3045,0.1365,0.0325,0.0935,7,1
7777,F,0.5,0.4,0.13,0.6615,0.269,0.1415,0.18,10,2
52988,M,0.695,0.525,0.175,1.842,0.696,0.394,0.725,16,3
79568,F,0.575,0.455,0.14,0.837,0.428,0.209,0.22,8,2
56730,F,0.5,0.385,0.135,0.6265,0.2605,0.1445,0.1675,8,2
31223,M,0.655,0.515,0.2,1.403,0.4635,0.2465,0.475,22,3
27890,M,0.505,0.4,0.125,0.5785,0.2435,0.139,0.175,8,3
74864,F,0.6,0.47,0.135,0.9285,0.4525,0.1815,0.24,8,2
63585,I,0.385,0.3,0.085,0.2675,0.1075,0.037,0.09,6,1
41233,I,0.27,0.2,0.06,0.096,0.0305,0.0105,0.03,3,1
50053,I,0.575,0.455,0.145,0.913,0.4035,0.2065,0.26,9,1
32025,I,0.61,0.475,0.155,1.0835,0.5235,0.1665,0.3,12,1
69084,M,0.615,0.515,0.16,0.9615,0.481,0.176,0.305,11,3
8841,I,0.34,0.265,0.075,0.1825,0.08,0.038,0.048,6,1
68949,M,0.71,0.58,0.195,2.398,0.927,0.3935,0.665,12,3
56735,I,0.27,0.19,0.07,0.079,0.037,0.0225,0.025,3,1
86223,I,0.5,0.365,0.14,0.5965,0.2635,0.131,0.177,10,1
15370,M,0.595,0.49,0.16,1.2435,0.633,0.314,0.325,10,3
87319,M,0.63,0.515,0.185,1.145,0.5225,0.2765,0.3215,10,3
69114,F,0.61,0.47,0.17,1.062,0.425,0.244,0.37,12,2
14146,I,0.37,0.27,0.075,0.215,0.1065,0.056,0.07,6,1
55589,F,0.605,0.48,0.155,0.9705,0.4315,0.2225,0.3,9,2
79754,M,0.59,0.45,0.15,1.081,0.4915,0.259,0.2595,9,3
28600,F,0.66,0.505,0.16,1.2255,0.5455,0.27,0.3525,9,2
62057,M,0.26,0.22,0.05,0.097,0.0335,0.0115,0.03,5,3
19711,F,0.545,0.435,0.155,1.103,0.345,0.2365,0.345,17,2
25252,F,0.675,0.525,0.195,1.707,0.7245,0.3655,0.455,12,2
47789,M,0.545,0.43,0.14,0.8325,0.321,0.17,0.255,15,3
38860,F,0.615,0.475,0.155,1.008,0.4765,0.2185,0.275,9,2
45478,I,0.62,0.495,0.165,0.886,0.3795,0.219,0.36,13,1
83628,I,0.405,0.295,0.085,0.2275,0.0925,0.0595,0.09,7,1
77377,M,0.695,0.54,0.195,2.0495,0.8255,0.4255,0.505,12,3
90529,F,0.585,0.465,0.135,1.013,0.4085,0.2245,0.265,9,2
38884,I,0.435,0.335,0.1,0.3745,0.185,0.0725,0.109,8,1
24730,I,0.37,0.285,0.095,0.279,0.1145,0.0405,0.07,8,1
2630,M,0.54,0.385,0.145,0.983,0.4845,0.2095,0.202,8,3
88426,M,0.535,0.39,0.125,0.6765,0.3275,0.1315,0.1645,8,3
50120,F,0.6,0.475,0.17,1.3155,0.4785,0.3085,0.34,10,2
55341,M,0.62,0.48,0.15,1.1235,0.5255,0.262,0.3035,8,3
19794,M,0.665,0.545,0.175,1.4385,0.667,0.2665,0.465,20,3
39145,I,0.415,0.325,0.105,0.3285,0.14,0.0595,0.103,6,1
45357,F,0.66,0.53,0.18,1.4985,0.6345,0.3595,0.425,10,2
62735,M,0.6,0.475,0.175,1.2075,0.5105,0.262,0.335,10,3
18997,M,0.64,0.52,0.175,1.227,0.5445,0.2955,0.37,11,3
36998,M,0.57,0.44,0.15,0.8395,0.3925,0.2005,0.23,9,3
73913,M,0.55,0.43,0.13,0.7385,0.321,0.1385,0.252,8,3
35760,F,0.555,0.425,0.125,0.868,0.4565,0.1735,0.21,8,2
22801,M,0.605,0.475,0.2,1.1835,0.535,0.281,0.3155,10,3
44780,I,0.47,0.375,0.105,0.4645,0.2105,0.092,0.1185,8,1
12806,F,0.725,0.565,0.18,1.9335,0.767,0.3765,0.48,11,2
70321,I,0.34,0.26,0.08,0.1925,0.0675,0.041,0.056,6,1
73209,I,0.55,0.445,0.155,0.7405,0.306,0.1725,0.21,11,1
46928,F,0.625,0.49,0.17,1.2915,0.609,0.3075,0.3485,9,2
30861,M,0.4,0.305,0.1,0.306,0.1185,0.063,0.095,10,3
65822,I,0.335,0.26,0.09,0.163,0.062,0.037,0.05,6,1
68400,F,0.58,0.445,0.155,1.0735,0.435,0.2215,0.27,10,2
38879,F,0.54,0.405,0.14,0.8965,0.245,0.156,0.255,19,2
78148,I,0.335,0.225,0.075,0.1425,0.059,0.0335,0.044,6,1
38876,I,0.495,0.39,0.135,0.583,0.2945,0.1235,0.1525,11,1
73120,F,0.595,0.45,0.195,1.3305,0.4955,0.254,0.3245,15,2
66925,M,0.685,0.535,0.185,1.528,0.6215,0.3725,0.4,11,3
4363,M,0.57,0.44,0.145,0.8465,0.3485,0.2245,0.255,8,3
67801,F,0.525,0.41,0.135,0.7355,0.3445,0.1835,0.19,8,2
77282,I,0.28,0.21,0.075,0.1115,0.04,0.0295,0.03,7,1
52372,M,0.66,0.53,0.195,1.7275,0.7245,0.3555,0.515,13,3
34534,I,0.385,0.29,0.095,0.3325,0.134,0.061,0.08,8,1
26500,I,0.54,0.425,0.135,0.7155,0.3485,0.1645,0.215,9,1
5173,M,0.66,0.505,0.155,1.4585,0.713,0.3475,0.345,11,3
68865,M,0.685,0.545,0.19,1.6015,0.5925,0.296,0.4,12,3
66304,I,0.43,0.33,0.125,0.498,0.2665,0.081,0.132,9,1
86084,I,0.37,0.275,0.095,0.2075,0.096,0.0545,0.07,7,1
20648,F,0.57,0.45,0.15,0.922,0.3665,0.2075,0.295,11,2
71535,M,0.505,0.39,0.135,0.6185,0.3295,0.1445,0.1745,9,3
25703,M,0.55,0.425,0.155,0.7915,0.362,0.137,0.1945,11,3
