Name,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,User_Score
Luigi's Mansion,2001.0,Action,Nintendo,3.6,78.0,8.5
Battlefield 4,2013.0,Shooter,Electronic Arts,3.59,85.0,6.9
Star Wars: Battlefront II,2005.0,Shooter,LucasArts,3.59,84.0,9
Just Dance 2014,2013.0,Misc,Ubisoft,3.59,,6.2
Cooking Mama 2: Dinner With Friends,2007.0,Simulation,505 Games,3.58,70.0,8
WWF SmackDown!,2000.0,Fighting,THQ,3.58,,
Croc: Legend of the Gobbos,1997.0,Platform,Fox Interactive,3.56,,
Grand Theft Auto: Liberty City Stories,2006.0,Action,Take-Two Interactive,3.54,78.0,7.8
The Getaway,2002.0,Action,Sony Computer Entertainment,3.54,72.0,6.8
Tomb Raider III: Adventures of Lara Croft,1997.0,Action,Eidos Interactive,3.54,,
James Bond 007: Agent Under Fire,2001.0,Shooter,Electronic Arts,3.53,72.0,7.9
LEGO Star Wars: The Video Game,2005.0,Action,Eidos Interactive,3.53,,
Rugrats in Paris: The Movie,2000.0,Action,THQ,3.52,,
FIFA Soccer 11,2010.0,Sports,Electronic Arts,3.52,88.0,7.5
Spyro 2: Ripto's Rage!,1999.0,Platform,Sony Computer Entertainment,3.52,,
Left 4 Dead,2008.0,Shooter,Electronic Arts,3.51,89.0,7.9
Donkey Kong Country 3: Dixie Kong's Double Trouble!,1996.0,Platform,Nintendo,3.51,,
Assassin's Creed: Unity,2014.0,Action,Ubisoft,3.5,72.0,4.1
Kung Fu,1985.0,Action,Nintendo,3.5,,
Resident Evil 5,2009.0,Action,Capcom,3.5,83.0,7.5
Assassin's Creed: Brotherhood,2010.0,Action,Ubisoft,3.49,89.0,8.3
FIFA Soccer 2004,,Sports,Electronic Arts,3.49,84.0,6.4
Battlefield 4,2013.0,Shooter,Electronic Arts,3.49,80.0,5.8
Batman: Arkham Asylum,2009.0,Action,Eidos Interactive,3.48,92.0,8.7
Battlefield 4,2013.0,Shooter,Electronic Arts,3.48,79.0,5.6
Battlefield: Bad Company 2,2010.0,Shooter,Electronic Arts,3.47,88.0,8.6
Mario & Sonic at the Olympic Winter Games,2009.0,Sports,Sega,3.46,,
Guitar Hero: On Tour,2008.0,Misc,Activision,3.46,71.0,8.8
Clubhouse Games,2006.0,Misc,Nintendo,3.45,83.0,8.4
Monster Hunter 4,2013.0,Role-Playing,Capcom,3.44,,
Borderlands,2009.0,Shooter,Take-Two Interactive,3.44,84.0,8.2
Tekken 4,2002.0,Fighting,Namco Bandai Games,3.44,79.0,8.3
Final Fantasy III,1994.0,Role-Playing,SquareSoft,3.42,,
Grand Theft Auto 2,1998.0,Action,Take-Two Interactive,3.42,70.0,8
Metal Gear Solid V: The Phantom Pain,2015.0,Action,Konami Digital Entertainment,3.41,93.0,8.2
Spider-Man 2,2004.0,Action,Activision,3.41,80.0,8.9
F-1 Race,1990.0,Racing,Nintendo,3.41,,
FIFA Soccer 2003,2002.0,Sports,Electronic Arts,3.4,88.0,6.7
LittleBigPlanet 2,2011.0,Platform,Sony Computer Entertainment,3.39,91.0,8.4
Crash Bash,2000.0,Misc,Sony Computer Entertainment,3.39,68.0,8.2
Assassin's Creed Syndicate,2015.0,Action,Ubisoft,3.39,76.0,6.8
LEGO Batman: The Videogame,2008.0,Action,Warner Bros. Interactive Entertainment,3.38,76.0,7.9
Destiny,2014.0,Shooter,Activision,3.37,75.0,5.5
WWF War Zone,1998.0,Fighting,Acclaim Entertainment,3.36,,
The Legend of Zelda: Majora's Mask,2000.0,Action,Nintendo,3.36,,
Far Cry 3,2012.0,Shooter,Ubisoft,3.35,90.0,8.5
Rugrats: Search For Reptar,1998.0,Adventure,THQ,3.34,,
English Training: Have Fun Improving Your Skills!,2006.0,Misc,Nintendo,3.33,,
James Bond 007: Nightfire,2002.0,Shooter,Electronic Arts,3.33,77.0,8.5
Ratchet & Clank,2002.0,Platform,Sony Computer Entertainment,3.33,,
Monster Hunter X,2015.0,Action,Capcom,3.32,,
Star Wars Episode III: Revenge of the Sith,2005.0,Action,LucasArts,3.32,60.0,7.2
The Legend of Zelda: Spirit Tracks,2009.0,Action,Nintendo,3.31,87.0,7.8
Max Payne,2001.0,Shooter,Take-Two Interactive,3.31,80.0,8.5
Assassin's Creed IV: Black Flag,2013.0,Action,Ubisoft,3.3,86.0,7.9
The Lord of the Rings: The Return of the King,2003.0,Action,Electronic Arts,3.28,85.0,8.7
Yokai Watch 2 Ganso/Honke,2014.0,Role-Playing,Nintendo,3.28,,
Gears of War: Ultimate Edition,2015.0,Shooter,Microsoft Game Studios,3.28,82.0,7.5
True Crime: Streets of LA,2003.0,Action,Activision,3.27,77.0,8
Professor Layton and the Unwound Future,2008.0,Puzzle,Nintendo,3.26,86.0,9.2
Gran Turismo (PSP),2009.0,Racing,Sony Computer Entertainment,3.25,,
FIFA 16,2015.0,Sports,Electronic Arts,3.25,84.0,4.4
Wii Music,2008.0,Misc,Nintendo,3.25,63.0,4.6
Tekken,1995.0,Fighting,Sony Computer Entertainment,3.24,,
Madden NFL 16,2015.0,Sports,Electronic Arts,3.24,83.0,5.9
Gran Turismo 6,2013.0,Racing,Sony Computer Entertainment,3.23,81.0,7.7
Halo: The Master Chief Collection,2014.0,Shooter,Microsoft Game Studios,3.23,85.0,7.2
007: Tomorrow Never Dies,1999.0,Shooter,Electronic Arts,3.21,,
Super Mario Maker,2015.0,Platform,Nintendo,3.21,88.0,8.7
WWF SmackDown! 2: Know Your Role,2000.0,Fighting,THQ,3.2,,
Baseball,1983.0,Sports,Nintendo,3.2,,
Killer Instinct,1995.0,Fighting,Nintendo,3.2,,
Dragon Quest VI: Maboroshi no Daichi,1995.0,Role-Playing,Enix Corporation,3.19,,
God of War: Chains of Olympus,2008.0,Action,Sony Computer Entertainment,3.18,91.0,8.6
Enter the Matrix,2003.0,Action,Atari,3.18,62.0,8.1
Crisis Core: Final Fantasy VII,2007.0,Role-Playing,Square Enix,3.18,83.0,8
Dance Central,2010.0,Misc,MTV Games,3.17,82.0,7.6
L.A. Noire,2011.0,Adventure,Take-Two Interactive,3.17,89.0,7.7
Ace Combat 04: Shattered Skies,2001.0,Simulation,Sony Computer Entertainment Europe,3.17,89.0,9.1
Animal Crossing,2001.0,Simulation,Nintendo,3.15,87.0,8.9
FIFA Soccer 08,2007.0,Sports,Electronic Arts,3.14,83.0,6.5
Club Penguin: Elite Penguin Force,2008.0,Adventure,Disney Interactive Studios,3.14,,8
Spider-Man,2000.0,Action,Activision,3.13,87.0,9
Mario Party 9,2012.0,Misc,Nintendo,3.13,73.0,6.8
Need for Speed III: Hot Pursuit,1998.0,Racing,Electronic Arts,3.12,88.0,
Star Wars Episode I Racer,1999.0,Racing,Nintendo,3.12,,
Sonic Rush,2005.0,Platform,Sega,3.12,82.0,8.5
Dragon Warrior IV,1990.0,Role-Playing,Enix Corporation,3.12,,
Rhythm Heaven,2008.0,Misc,Nintendo,3.11,83.0,9
Fallout: New Vegas,2010.0,Role-Playing,Bethesda Softworks,3.11,82.0,7.8
Personal Trainer: Cooking,2006.0,Misc,Nintendo,3.11,81.0,7.8
The Elder Scrolls IV: Oblivion,2007.0,Role-Playing,Ubisoft,3.1,93.0,8
The Legend of Zelda: A Link Between Worlds,2013.0,Action,Nintendo,3.1,91.0,8.9
Resident Evil 6,2012.0,Shooter,Capcom,3.1,74.0,5.4
Mass Effect 2,2010.0,Role-Playing,Electronic Arts,3.1,96.0,8.9
Dragon Ball Z: Budokai,2002.0,Fighting,Atari,3.09,67.0,7.9
Madden NFL 2002,2001.0,Sports,Electronic Arts,3.08,94.0,7.9
World Class Track Meet,1986.0,Sports,Namco Bandai Games,3.08,,
Donkey Kong,1994.0,Platform,Nintendo,3.07,,
The Sims: Vacation,2002.0,Simulation,Electronic Arts,3.07,75.0,7.8
LEGO Batman: The Videogame,,Action,Warner Bros. Interactive Entertainment,3.06,74.0,7.9
Animal Crossing: Happy Home Designer,2015.0,Simulation,Nintendo,3.05,66.0,6.9
The Sims 4,2014.0,Simulation,Electronic Arts,3.05,70.0,3.9
Borderlands 2,2012.0,Shooter,Take-Two Interactive,3.05,89.0,8.2
LEGO Batman: The Videogame,2008.0,Action,Warner Bros. Interactive Entertainment,3.05,72.0,8
Kung Fu Panda,2008.0,Action,Activision,3.04,75.0,7.4
Mass Effect 3,2012.0,Role-Playing,Electronic Arts,3.04,93.0,5.8
Heavy Rain,2010.0,Adventure,Sony Computer Entertainment,3.03,87.0,7.7
Rayman,1995.0,Platform,Ubisoft,3.03,,
Saints Row 2,2008.0,Action,THQ,3.03,81.0,8.1
Tom Clancy's Splinter Cell,2002.0,Action,Ubisoft,3.02,93.0,8.5
Mike Tyson's Punch-Out!!,1987.0,Fighting,Nintendo,3.02,,
WWE SmackDown! Shut Your Mouth,2002.0,Sports,THQ,3.02,,
FIFA 14,2013.0,Sports,Electronic Arts,3.01,87.0,6.3
Killzone 2,2009.0,Shooter,Sony Computer Entertainment,3.01,91.0,8.1
Far Cry 3,2012.0,Shooter,Ubisoft,3.0,91.0,8.6
Epic Mickey,2010.0,Platform,Disney Interactive Studios,3.0,73.0,7
NBA 2K13,2012.0,Sports,Take-Two Interactive,3.0,88.0,7.2
Dragon Ball Z: Budokai Tenkaichi 3,2007.0,Fighting,Atari,3.0,73.0,9.2
wwe Smackdown vs. Raw 2006,,Fighting,,3.0,,
Star Fox,1993.0,Shooter,Nintendo,2.99,,
The Sims: Livin Large,2000.0,Misc,Electronic Arts,2.99,82.0,6.6
World Soccer Winning Eleven 6 International,2002.0,Sports,Konami Digital Entertainment,2.99,93.0,9.1
Devil May Cry,2001.0,Action,Capcom,2.99,94.0,8.5
Star Wars: The Old Republic,2011.0,Role-Playing,Electronic Arts,2.96,85.0,5.9
Middle-Earth: Shadow of Mordor,2014.0,Action,Warner Bros. Interactive Entertainment,2.96,84.0,8.1
Sonic Heroes,2003.0,Platform,Sega,2.96,64.0,7.8
Hitman 2: Silent Assassin,2002.0,Action,Eidos Interactive,2.96,85.0,7.8
Titanfall,2014.0,Shooter,Electronic Arts,2.95,86.0,6.4
Battlefield: Bad Company 2,2010.0,Shooter,Electronic Arts,2.95,88.0,8.5
Wave Race 64,1996.0,Racing,Nintendo,2.94,,
SOCOM II: U.S. Navy SEALs,2003.0,Shooter,Sony Computer Entertainment,2.94,87.0,9
WWE SmackDown! vs. RAW 2006,2005.0,Fighting,THQ,2.94,,
Pac-Man Collection,2001.0,Puzzle,Atari,2.94,79.0,7.8
Street Fighter IV,2009.0,Fighting,Capcom,2.94,93.0,7.3
inFAMOUS,2009.0,Action,Sony Computer Entertainment,2.93,85.0,8.3
Kirby Super Star Ultra,2008.0,Platform,Nintendo,2.92,76.0,8.8
Call of Duty: Ghosts,2013.0,Shooter,Activision,2.92,78.0,4.3
FIFA 15,2014.0,Sports,Electronic Arts,2.92,,4.2
Super Mario World 2: Yoshi's Island,2002.0,Platform,Nintendo,2.91,,
Mass Effect,2007.0,Role-Playing,Microsoft Game Studios,2.91,91.0,8.7
Sonic Mega Collection Plus,2004.0,Misc,Sega,2.9,73.0,8.6
World Soccer Winning Eleven 7 International,2003.0,Sports,Konami Digital Entertainment,2.9,93.0,9
Sega Superstars Tennis,2008.0,Sports,Sega,2.89,67.0,6.8
Hot Shots Golf 3,2001.0,Sports,Sony Computer Entertainment,2.89,85.0,8.9
Cooking Mama: Cook Off,2007.0,Simulation,505 Games,2.89,61.0,5.3
Call of Duty: Finest Hour,2004.0,Shooter,Activision,2.89,76.0,7.7
WarioWare: Smooth Moves,2006.0,Puzzle,Nintendo,2.89,83.0,7.4
Syphon Filter,1999.0,Shooter,Sony Computer Entertainment,2.88,,
Imagine: Babyz,2007.0,Simulation,Ubisoft,2.87,,7.7
Colin McRae Rally,1998.0,Racing,Codemasters,2.87,,
Madden NFL 13,2012.0,Sports,Electronic Arts,2.86,81.0,5.8
The Elder Scrolls III: Morrowind,2002.0,Role-Playing,Ubisoft,2.86,87.0,8.7
Assassin's Creed IV: Black Flag,2013.0,Action,Ubisoft,2.85,83.0,7.8
Command & Conquer: Red Alert,1996.0,Strategy,Virgin Interactive,2.85,,
F-Zero,1990.0,Racing,Nintendo,2.85,,
Yoshi's Story,1997.0,Platform,Nintendo,2.85,,
Mortal Kombat,2011.0,Fighting,Warner Bros. Interactive Entertainment,2.84,84.0,8.4
Madden NFL 10,2009.0,Sports,Electronic Arts,2.83,85.0,6.1
WWE SmackDown! vs. Raw,2002.0,Fighting,THQ,2.83,,
BioShock,2007.0,Shooter,Take-Two Interactive,2.83,96.0,8.9
Metroid Prime,2002.0,Shooter,Nintendo,2.82,97.0,9.3
Assassin's Creed: Brotherhood,2010.0,Action,Ubisoft,2.82,90.0,8.2
Finding Nemo,2003.0,Action,THQ,2.82,,7
Myst,1994.0,Adventure,Red Orb,2.81,,
Medal of Honor,2010.0,Shooter,Electronic Arts,2.81,75.0,7.5
Need for Speed: Most Wanted,2012.0,Racing,Electronic Arts,2.81,,
Imagine: Fashion Designer,2007.0,Simulation,Ubisoft,2.8,,7.6
WWE SmackDown! Here Comes the Pain,2003.0,Fighting,THQ,2.8,,
Hot Shots Golf,1997.0,Sports,Sony Computer Entertainment,2.79,,
A Bug's Life,1998.0,Platform,Sony Computer Entertainment,2.79,,
WWF SmackDown! Just Bring It,2001.0,Fighting,THQ,2.79,,
inFAMOUS: Second Son,2014.0,Action,Sony Computer Entertainment,2.79,80.0,7.9
Dragon Quest V: Tenkuu no Hanayome,1992.0,Role-Playing,Enix Corporation,2.79,,
Mortal Kombat Trilogy,1996.0,Fighting,GT Interactive,2.79,,
Monster Hunter Tri,2011.0,Role-Playing,Nintendo,2.79,,
NBA Street,2001.0,Sports,Electronic Arts,2.79,89.0,8.6
Jak II,2003.0,Platform,Sony Computer Entertainment,2.78,87.0,8.2
Ratchet & Clank: Going Commando,2003.0,Platform,Sony Computer Entertainment,2.78,,
Need for Speed: Hot Pursuit,2010.0,Racing,Electronic Arts,2.78,89.0,7.2
Skylanders: Spyro's Adventure,2011.0,Action,Activision,2.78,81.0,5.6
Battlefield 3,2011.0,Shooter,Electronic Arts,2.78,89.0,7.5
Mortal Kombat X,2015.0,Fighting,Warner Bros. Interactive Entertainment,2.78,83.0,7.7
The Sims,2003.0,Simulation,Electronic Arts,2.77,83.0,7.7
Killzone 3,2011.0,Shooter,Sony Computer Entertainment,2.77,84.0,7.9
Star Wars: The Force Unleashed,2008.0,Action,LucasArts,2.77,73.0,6.7
Minecraft,2014.0,Misc,Microsoft Game Studios,2.76,,
Yoshi's Island DS,2006.0,Platform,Nintendo,2.76,81.0,7.4
Saints Row: The Third,2011.0,Action,THQ,2.76,84.0,7.6
Missile Command,1980.0,Shooter,Atari,2.76,,
Mario Paint,1992.0,Misc,Nintendo,2.75,,
Tekken 6,2009.0,Fighting,Namco Bandai Games,2.75,79.0,7.4
Pokémon Stadium 2,2000.0,Strategy,Nintendo,2.73,,
Metroid,1986.0,Action,Nintendo,2.73,,
Sonic and the Secret Rings,2007.0,Platform,Sega,2.73,69.0,6.6
FIFA 16,2015.0,Sports,Electronic Arts,2.71,,3.2
The Legend of Zelda: A Link to the Past,2002.0,Action,Nintendo,2.7,95.0,9.1
Onimusha: Warlords,2001.0,Action,Virgin Interactive,2.7,86.0,8.2
Mario Party,1998.0,Misc,Nintendo,2.7,,
L.A. Noire,2011.0,Adventure,Take-Two Interactive,2.7,89.0,7.8
Call of Duty 3,2006.0,Shooter,Activision,2.7,82.0,6.5
Madden NFL 12,2011.0,Sports,Electronic Arts,2.69,78.0,5.9
LEGO Star Wars II: The Original Trilogy,2006.0,Action,LucasArts,2.69,84.0,9
Killzone: Shadow Fall,2013.0,Shooter,Sony Computer Entertainment,2.69,73.0,6.8
Madden NFL 11,2010.0,Sports,Electronic Arts,2.69,84.0,5.7
Burnout 3: Takedown,2004.0,Racing,Electronic Arts,2.68,93.0,9.1
Yokai Watch 2 Shinuchi,2014.0,Role-Playing,Level 5,2.68,,
Mortal Kombat,1992.0,Fighting,Arena Entertainment,2.67,,
Mario vs. Donkey Kong: Mini-Land Mayhem!,2010.0,Puzzle,Nintendo,2.67,79.0,7.7
Professor Layton and the Last Specter,2009.0,Puzzle,Nintendo,2.67,83.0,8.7
Call Of Duty 2: Big Red One,2005.0,Shooter,Activision,2.67,77.0,8.2
Medal of Honor,1998.0,Shooter,Electronic Arts,2.67,92.0,8.6
Fable,2004.0,Role-Playing,Microsoft Game Studios,2.66,85.0,8.5
Guitar Hero: World Tour,2008.0,Misc,Activision,2.66,85.0,6.3
FIFA 17,2016.0,Sports,Electronic Arts,2.65,84.0,5.5
Hannah Montana,2006.0,Action,Disney Interactive Studios,2.65,,6.7
Tom Clancy's Splinter Cell,2003.0,Action,Ubisoft,2.65,89.0,7.7
Super Mario Bros.: The Lost Levels,1986.0,Platform,Nintendo,2.65,,
Need for Speed: Shift,2009.0,Racing,Electronic Arts,2.65,84.0,6.9
Star Wars: Shadows of the Empire,1996.0,Action,Nintendo,2.65,,
Medal of Honor Heroes,2006.0,Shooter,Electronic Arts,2.65,71.0,7.9
Final Fantasy XIII-2,2011.0,Role-Playing,Square Enix,2.63,79.0,6.6
Midnight Club: Street Racing,2000.0,Racing,Take-Two Interactive,2.63,78.0,7.8
Skate 3,2010.0,Sports,Electronic Arts,2.63,80.0,8
ESPN NFL 2K5,2004.0,Sports,Sega,2.62,90.0,8.2
Halo Wars,2009.0,Strategy,Microsoft Game Studios,2.62,82.0,7.2
NBA 2K12,2011.0,Sports,Take-Two Interactive,2.62,90.0,7.7
Pac-Man: Adventures in Time,2006.0,Fighting,Sony Computer Entertainment,2.62,,
FIFA Soccer 10,2009.0,Sports,Electronic Arts,2.62,90.0,7.5
Medal of Honor,2010.0,Shooter,Electronic Arts,2.61,74.0,6.7
Harry Potter and the Chamber of Secrets,2002.0,Action,Electronic Arts,2.61,71.0,7.6
Streets of Rage,1990.0,Action,Sega,2.6,,
God of War Collection,2009.0,Action,Sony Computer Entertainment,2.6,91.0,8.7
NBA Live 2005,2004.0,Sports,Electronic Arts,2.59,84.0,8.1
Mario Strikers Charged,2007.0,Sports,Nintendo,2.58,79.0,8
FIFA Soccer 09,2008.0,Sports,Electronic Arts,2.58,87.0,7.5
Style Savvy,2008.0,Simulation,Nintendo,2.58,73.0,7.7
WWE SmackDown vs. RAW 2007,2006.0,Fighting,THQ,2.58,80.0,8.6
LEGO Star Wars: The Complete Saga,2007.0,Action,LucasArts,2.57,80.0,7.4
Ratchet & Clank: Up Your Arsenal,2004.0,Platform,Sony Computer Entertainment,2.57,,
Madden NFL 08,2007.0,Sports,Electronic Arts,2.57,78.0,7.8
Monster Hunter Freedom 2,2007.0,Role-Playing,Capcom,2.57,72.0,8.7
Ratchet & Clank Future: Tools of Destruction,2007.0,Platform,Sony Computer Entertainment,2.56,,
Super Mario All-Stars: Limited Edition,2010.0,Platform,Nintendo,2.56,,
Sonic Adventure 2 Battle,2001.0,Platform,Sega,2.56,73.0,8.3
Dragon Warrior II,1987.0,Role-Playing,Enix Corporation,2.56,,
Ghostbusters: The Video Game (DS Version),2009.0,Action,Take-Two Interactive,2.56,,
Madden NFL 13,2012.0,Sports,Electronic Arts,2.56,83.0,5.5
Dragon Age: Origins,2009.0,Role-Playing,Electronic Arts,2.56,86.0,7.9
Pokémon Colosseum,2003.0,Role-Playing,Nintendo,2.54,73.0,8
LittleBigPlanet,2009.0,Platform,Sony Computer Entertainment,2.54,87.0,7.8
Madden NFL 09,2008.0,Sports,Electronic Arts,2.53,83.0,7
Space Invaders,,Shooter,Atari,2.53,,
Crazy Taxi,2001.0,Racing,Acclaim Entertainment,2.52,80.0,7.9
Art Academy,2010.0,Misc,Nintendo,2.52,75.0,8
NBA 2K14,2013.0,Sports,Take-Two Interactive,2.52,87.0,4.9
Perfect Dark,2000.0,Action,Nintendo,2.52,,
Skylanders Giants,2012.0,Action,Activision,2.52,78.0,7
Dragon Warrior,1986.0,Role-Playing,Capcom,2.52,,
Deca Sports,2008.0,Sports,Konami Digital Entertainment,2.5,50.0,5.4
PES 2009: Pro Evolution Soccer,2008.0,Sports,Konami Digital Entertainment,2.5,,
Mario Party 2,1999.0,Misc,Nintendo,2.5,,
Marvel: Ultimate Alliance,2006.0,Role-Playing,Activision,2.5,82.0,7.5
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,2003.0,Action,Take-Two Interactive,2.49,,
Mortal Kombat: Deadly Alliance,2002.0,Fighting,Midway Games,2.49,79.0,8.8
Game Party,2007.0,Misc,Midway Games,2.48,25.0,4.3
Bloodborne,2015.0,Action,Sony Computer Entertainment,2.48,92.0,8.6
Tomb Raider: The Last Revelation,1998.0,Action,Eidos Interactive,2.48,,
Mario Party 4,2002.0,Misc,Nintendo,2.47,70.0,7.4
Pure,2008.0,Racing,Disney Interactive Studios,2.47,85.0,7.7
Rock Band,,Misc,Electronic Arts,2.47,92.0,8.2
NBA 2K13,2012.0,Sports,Take-Two Interactive,2.47,90.0,8
Saints Row: The Third,2011.0,Action,THQ,2.47,82.0,7.7
Resistance 2,2008.0,Shooter,Sony Computer Entertainment,2.46,87.0,6.1
NBA 2K15,2014.0,Sports,Take-Two Interactive,2.45,83.0,7
Final Fantasy V,1992.0,Role-Playing,SquareSoft,2.45,,
Final Fantasy Tactics,1997.0,Role-Playing,SquareSoft,2.45,83.0,8.2
Midnight Club: Los Angeles,2008.0,Racing,Take-Two Interactive,2.45,82.0,8.2
Twisted Metal 2,1996.0,Racing,Sony Computer Entertainment,2.44,,
The Sims: Bustin' Out,2003.0,Simulation,Electronic Arts,2.43,81.0,8.4
Riven: The Sequel to Myst,1997.0,Adventure,Red Orb,2.43,83.0,
LEGO Harry Potter: Years 1-4,2010.0,Action,Warner Bros. Interactive Entertainment,2.43,79.0,8
Need for Speed (2015),2015.0,Racing,Electronic Arts,2.43,,
Call of Duty: Infinite Warfare,2016.0,Shooter,Activision,2.42,78.0,3.1
Madden NFL 16,2015.0,Sports,Electronic Arts,2.42,84.0,6.1
Ice Hockey,1988.0,Sports,Nintendo,2.42,,
Sonic Adventure,1998.0,Platform,Sega,2.42,,
Tom Clancy's Rainbow Six: Vegas 2,2008.0,Shooter,Ubisoft,2.42,82.0,7.8
Tomb Raider (2013),2013.0,Action,Square Enix,2.42,,
Need for Speed Carbon: Own the City,2006.0,Racing,Electronic Arts,2.42,73.0,7.9
Dragon Ball Z: Budokai 2,2003.0,Fighting,Atari,2.41,66.0,8.2
pro evolution soccer 2011,2010.0,Sports,Konami Digital Entertainment,2.41,77.0,6.8
ATV Offroad Fury,2001.0,Racing,Sony Computer Entertainment,2.41,82.0,8.4
Dino Crisis,1998.0,Action,Capcom,2.41,,
Need for Speed: ProStreet,2007.0,Racing,Electronic Arts,2.41,62.0,6.2
Halo: Combat Evolved Anniversary,2011.0,Shooter,Microsoft Game Studios,2.4,82.0,8.1
Tetris Plus,1996.0,Puzzle,JVC,2.4,,
Pro Wrestling,1987.0,Fighting,Nintendo,2.4,,
Theme Hospital,1997.0,Strategy,Electronic Arts,2.4,,9
Monopoly,1994.0,Misc,Hasbro Interactive,2.39,,
,1993.0,,Acclaim Entertainment,2.39,,
Guitar Hero,2005.0,Misc,RedOctane,2.38,91.0,8.7
Madden NFL 11,2010.0,Sports,Electronic Arts,2.38,83.0,6.1
WCW/nWo Revenge,1998.0,Fighting,THQ,2.38,,
Yu-Gi-Oh! The Duelists of the Roses,2001.0,Misc,Konami Digital Entertainment,2.38,,
Dead Island,2011.0,Action,Deep Silver,2.37,71.0,6.9
Half-Life 2,2004.0,Shooter,Vivendi Games,2.37,96.0,9.1
The Incredibles,2004.0,Action,THQ,2.37,62.0,7.6
Madden NFL 08,2007.0,Sports,Electronic Arts,2.37,85.0,6.4
Tony Hawk's Underground 2,2004.0,Sports,Activision,2.37,83.0,8.8
Zumba Fitness,2010.0,Sports,505 Games,2.37,42.0,5.5
Madden NFL 10,2009.0,Sports,Electronic Arts,2.37,85.0,6.8
Kirby's Dream Land 2,1995.0,Platform,Nintendo,2.36,,
Midnight Club: Los Angeles,2008.0,Racing,Take-Two Interactive,2.35,81.0,8.5
Donkey Kong Land II,1996.0,Platform,Nintendo,2.35,,
Dragon Warrior Monsters,1998.0,Role-Playing,Eidos Interactive,2.35,,
Kinect: Disneyland Adventures,2011.0,Misc,Microsoft Game Studios,2.35,73.0,2.9
WWE SmackDown vs Raw 2008,2007.0,Fighting,THQ,2.34,71.0,7.2
The Legend of Zelda: Majora's Mask 3D,2015.0,Action,Nintendo,2.34,89.0,9
LEGO Indiana Jones: The Original Adventures,,Action,LucasArts,2.34,78.0,6.6
Resident Evil - Code: Veronica X,2001.0,Action,Capcom,2.34,84.0,8.4
NBA 2K16,2015.0,Sports,Take-Two Interactive,2.34,86.0,6.2
Kinect Sports: Season Two,2011.0,Sports,Microsoft Game Studios,2.34,66.0,6.5
My Fitness Coach,2008.0,Sports,Ubisoft,2.32,,8.6
Mario Tennis,2000.0,Sports,Nintendo,2.32,,
Grand Theft Auto,1997.0,Action,Take-Two Interactive,2.32,,
James Bond 007: Everything or Nothing,2004.0,Shooter,Electronic Arts,2.31,84.0,9.1
Need For Speed: High Stakes,1999.0,Racing,Electronic Arts,2.31,86.0,8.5
Chrono Trigger,1995.0,Role-Playing,SquareSoft,2.31,,
Guild Wars 2,2012.0,Action,NCSoft,2.31,90.0,7.9
Cool Boarders 3,1998.0,Sports,989 Studios,2.31,,
Paper Mario: Sticker Star,2012.0,Role-Playing,Nintendo,2.3,75.0,5.6
WarioWare Touched!,2004.0,Puzzle,Nintendo,2.3,,
Batman: Arkham Origins,2013.0,Action,Warner Bros. Interactive Entertainment,2.29,76.0,7.7
Tomb Raider II,1997.0,Action,Eidos Interactive,2.29,,8.3
Yokai Watch Busters,2015.0,Action,Level 5,2.29,,
LEGO Star Wars: The Complete Saga,2007.0,Action,LucasArts,2.29,80.0,6.7
Need for Speed Underground 2,2004.0,Racing,Electronic Arts,2.28,77.0,8.7
Pro Evolution Soccer 2010,2009.0,Sports,Konami Digital Entertainment,2.28,78.0,6.7
Mario Bros.,1983.0,Platform,Nintendo,2.28,,
FIFA Soccer 09,2008.0,Sports,Electronic Arts,2.28,82.0,6.9
LEGO Harry Potter: Years 1-4,2010.0,Action,Warner Bros. Interactive Entertainment,2.28,72.0,7.2
The Sims 3,2010.0,Simulation,Electronic Arts,2.28,76.0,7.1
Pokemon Ranger: Shadows of Almia,2008.0,Role-Playing,Nintendo,2.28,68.0,8.2
TOCA Touring Car Championship,1997.0,Racing,Codemasters,2.28,,
Dead Island,2011.0,Action,Deep Silver,2.27,71.0,6.6
Kirby: Nightmare in Dream Land,2002.0,Platform,Nintendo,2.27,81.0,8.9
Wario Land 4,2001.0,Platform,Nintendo,2.26,88.0,8.9
Sonic's Ultimate Genesis Collection,2009.0,Misc,Sega,2.26,80.0,8.6
Far Cry: Primal,2016.0,Action,Ubisoft,2.26,76.0,6.3
Battlefield 1,2016.0,Shooter,Electronic Arts,2.25,87.0,8.2
Onimusha 2: Samurai's Destiny,2002.0,Adventure,Capcom,2.25,84.0,9
Cool Boarders 2,1997.0,Sports,UEP Systems,2.25,,
Paper Mario: The Thousand-Year Door,2004.0,Role-Playing,Nintendo,2.25,87.0,9.4
Madden NFL 12,2011.0,Sports,Electronic Arts,2.25,79.0,5.5
God of War: Ascension,2013.0,Action,Sony Computer Entertainment,2.25,80.0,7.5
Guitar Hero III: Legends of Rock,2007.0,Misc,Activision,2.24,83.0,7.8
Sonic Advance,2001.0,Platform,Sega,2.24,87.0,8.1
