Company Name,Country,Sales,Profit,Assets,Market Value
Credito Emiliano,Italy,2590.0,333.1,69420.0,2620.0
Booz Allen Hamilton Holding,United States,9060.0,427.7,6350.0,12310.0
Aker,Norway,854.0,1980.0,10450.0,4420.0
Bank of Jiujiang,Hong Kong,3290.0,194.5,69000.0,2930.0
Hygon Information Technology,China,755.0,119.3,3230.0,31020.0
UCB,Belgium,5800.0,439.3,16930.0,17230.0
Xinte Energy,China,5480.0,1980.0,11400.0,3530.0
Taiwan Business Bank,Taiwan,1270.0,377.2,68410.0,3680.0
Revvity,United States,3940.0,563.4,14130.0,16420.0
Trade Desk,United States,1580.0,53.4,4380.0,30750.0
Airports of Thailand,Thailand,657.0,-184.6,5290.0,30750.0
Iveco Group,Italy,15090.0,154.5,17090.0,2350.0
SITC International Holdings,Hong Kong,4110.0,1940.0,3080.0,4530.0
CoStar Group,United States,2250.0,367.3,8520.0,30480.0
Qingdao Rural Commercial Bank,China,2750.0,345.6,67410.0,2370.0
Bank of Lanzhou,China,2930.0,260.3,67270.0,2550.0
IDEX,United States,3280.0,586.7,5660.0,15940.0
Straumann Holding,Switzerland,2430.0,455.2,3730.0,25360.0
Unibail-Rodamco-Westfield,France,3160.0,187.0,58310.0,6950.0
Graphic Packaging,United States,9630.0,622.0,10600.0,7890.0
Shimizu,Japan,13680.0,347.4,18120.0,4480.0
AGNC Investment,United States,1100.0,-690.0,66110.0,5440.0
Galaxy Entertainment,Hong Kong,1070.0,-438.5,10370.0,29970.0
Bath & Body Works,United States,7560.0,800.0,5490.0,7710.0
Titan (India),India,5050.0,404.4,3290.0,29680.0
Zhejiang Chint Electrics,China,7420.0,676.5,14530.0,8490.0
Enphase Energy,United States,2620.0,492.4,3380.0,21880.0
Aier Eye Hospital Group,China,2470.0,393.0,4130.0,29700.0
Bendigo & Adelaide Bank,Australia,1810.0,288.2,65540.0,3210.0
Iida Group Holdings,Japan,10530.0,675.7,13420.0,5030.0
K+S,Germany,5970.0,1590.0,10830.0,3720.0
AVIC Capital,China,3110.0,267.8,65250.0,4990.0
"Iyogin Holdings,Inc.",Japan,1190.0,284.5,64709.99999999999,1790.0
Luzerner Kantonalbank,Switzerland,866.0,242.9,64700.0,3770.0
Angang Steel,China,18410.0,-214.0,14520.0,3100.0
BeiGene,Cayman Islands,1560.0,-1920.0,5960.0,29000.0
Hanwa,Japan,20120.0,420.9,10050.0,1270.0
Cencosud,Chile,16490.0,422.0,15280.0,5640.0
CrowdStrike,United States,2240.0,-183.2,5030.0,28890.0
Knight-swift Transportation Holdings,United States,7240.0,667.3,10940.0,9350.0
Origin Energy,Australia,11560.0,-623.2,13890.0,9770.0
Fertiglobe,United Arab Emirates,5030.0,1250.0,5540.0,8000.0
Avenue Supermarts,India,5220.0,298.3,2110.0,28550.0
Tingyi Holding,China,11700.0,390.9,8410.0,9950.0
Dangote Cement,Nigeria,3690.0,870.4,5860.0,9870.0
Beijing Kingsoft Office Software.,China,589.0,165.4,1770.0,27830.0
Nexi S.p.A.,Italy,5710.0,147.2,27190.0,10670.0
Worldline,France,4590.0,314.5,23330.0,12210.0
Sonic Healthcare,Australia,5940.0,703.8,8500.0,11310.0
Sumec Corporation,China,20610.0,139.1,8020.0,1340.0
Peabody Energy,United States,5780.0,1690.0,5800.0,3300.0
Banca Popolare di Sondrio,Italy,1480.0,264.1,61740.0,2060.0
HII,United States,10770.0,568.0,10850.0,7880.0
Guangzhou Tinci Materials Technology,China,3110.0,716.3,3780.0,11710.0
ONO Pharmaceutical,Japan,3260.0,848.1,6290.0,9990.0
Alfresa Holdings,Japan,20290.0,214.8,10900.0,3000.0
Bank of Xi'an,China,2250.0,360.9,60550.0,2460.0
Delek US Holdings,United States,20250.0,257.1,8189.999999999999,1390.0
JSW Group,Poland,4620.0,1700.0,5080.0,1170.0
Frasers Property,Singapore,2830.0,635.4,27990.0,2590.0
Sun Communities,United States,3080.0,220.3,17360.0,17010.0
Bawag Group,Austria,1880.0,334.5,60320.0,3820.0
Kohl's,United States,18100.0,-19.0,14350.0,2300.0
Chord Energy,United States,3890.0,1690.0,6620.0,5770.0
TMB Bank,Thailand,2440.0,433.4,53430.0,4200.0
Synnex Technology Intl,Taiwan,14240.0,528.3,7210.0,3400.0
Hyatt Hotels,United States,6290.0,586.0,12620.0,12360.0
Basler Kantonalbank,Switzerland,838.0,145.8,59700.0,359.0
Sino-Ocean Group Holding,China,7030.0,-2290.0,35400.0,660.0
Yunnan Copper Co. Ltd.,China,19780.0,279.1,6010.0,3580.0
Alnylam Pharmaceuticals,United States,1140.0,-1060.0,3390.0,26410.0
China Fortune Land Development,China,5330.0,-4140.0,58850.0,1420.0
Prosperity Bancshares,United States,1320.0,526.9,37830.0,5630.0
Brambles,Australia,5730.0,621.2,8350.0,13290.0
Darling Ingredients,United States,6510.0,737.7,9200.0,9230.0
RiseSun Real Estate Development,China,6950.0,-768.4,35760.0,1090.0
Beijing Capital Development,China,6340.0,-88.0,42420.0,1680.0
Knorr-Bremse,Germany,7510.0,512.5,8840.0,11480.0
Manpower,United States,19440.0,360.0,8890.0,3560.0
Red Eléctrica,Spain,2120.0,698.6,15780.0,9860.0
SBA Communications,United States,2690.0,374.0,10540.0,25890.0
West Fraser Timber Co.,Canada,8170.0,809.2,9880.0,6240.0
OneMain Holdings,United States,5110.0,756.0,22440.0,4310.0
Horizon Therapeutics Public Limited Company,Ireland,3580.0,371.9,8990.0,25690.0
Brookfield Reinsurance,Bermuda,5410.0,487.2,42930.0,1290.0
Deutsche Pfandbriefbank,Germany,1730.0,179.7,56570.0,1220.0
Howmet Aerospace,United States,5940.0,486.0,10170.0,18180.0
Bank OZK,United States,1560.0,601.5,28970.0,3840.0
Japan Airlines,Japan,9050.0,-249.9,18490.0,8570.0
Samsung Electro-Mechanics,South Korea,7290.0,758.9,8700.0,7870.0
Steel Authority of India,India,13490.0,444.6,16020.0,4170.0
Quilter,United Kingdom,-4980.0,215.6,55840.0,1460.0
Delivery Hero,Germany,9020.0,-3140.0,13980.0,11290.0
Tsingtao Brewery,China,4590.0,602.0,7300.0,13700.0
Hyakugo Bank,Japan,796.0,100.2,55700.0,733.0
Johnson Matthey,United Kingdom,18830.0,111.0,7660.0,4480.0
Ricoh,Japan,15290.0,263.2,15460.0,5150.0
Cadence Bank,United States,2210.0,424.9,51690.0,3520.0
IDBI Bank,India,3130.0,461.1,40340.0,6970.0
Migdal Insurance,Israel,1930.0,223.5,55410.0,1200.0
Lamb Weston Holdings,United States,4810.0,542.1,5090.0,16329.999999999998
Juroku  Financial Group,Japan,902.0,123.3,54960.0,829.0
FIBI Holdings,Israel,1510.0,214.6,54820.0,1380.0
General Insurance Corporation Of India,India,6080.0,777.7,19160.0,3740.0
EQT AB,Sweden,1570.0,180.6,10250.0,24890.0
Zenith Bank,Nigeria,1790.0,596.2,28990.0,1640.0
Burlington Stores,United States,8700.0,230.1,7270.0,11950.0
Bank Of Gansu,China,2270.0,90.4,54260.0,1730.0
Aozora Bank,Japan,1160.0,168.2,54220.0,2120.0
WT Microelectronics,Taiwan,18530.0,201.8,6200.0,1890.0
Segro,United Kingdom,824.0,-2370.0,20870.0,12780.0
VF,United States,11730.0,414.3,14310.0,8600.0
Columbia Bank,United States,1100.0,178.6,53990.0,4170.0
JB Financial Group,South Korea,2520.0,448.6,47310.0,1220.0
Tongling Nonferrous Metals,China,18500.0,401.9,9030.0,4900.0
Barry Callebaut,Switzerland,8620.0,388.4,8730.0,11990.0
NAURA Technology GroupLtd,China,2370.0,399.3,6530.0,24560.0
Xiamen Bank,China,1970.0,379.2,53170.0,2200.0
Prada,Italy,4410.0,486.3,7870.0,18700.0
Shiga Bank,Japan,807.0,102.6,53170.0,988.0
Datadog,United States,1790.0,-84.0,3140.0,24470.0
Monolithic Power Systems,United States,1870.0,467.9,2230.0,19450.0
Guangzhou R&F,China,5370.0,-2330.0,53070.0,717.0
NIBE Industrier,Sweden,3960.0,429.9,5180.0,22620.0
Church & Dwight,United States,5510.0,412.7,8270.0,23820.0
Orient Securities,China,2500.0,403.1,52950.0,5260.0
Viva Energy Group,Australia,18300.0,356.5,6310.0,3130.0
Nomura Research Institute,Japan,5110.0,563.1,6300.0,14720.0
CNX Resources,United States,3630.0,1490.0,8340.0,2520.0
Advanced Micro-Fabrication Equipment Inc. China,China,730.0,193.7,2950.0,24280.0
Ningbo Port,China,3650.0,603.5,15850.0,10890.0
Inventec,Taiwan,18170.0,205.6,7620.0,3760.0
Logan Property Holdings,China,6260.0,-1240.0,40040.0,718.0
Uniqa,Austria,7290.0,402.5,29960.0,2780.0
United Utilities,United Kingdom,2360.0,653.5,16910.0,9420.0
Shanxi Coal International Energy Group,China,6560.0,1040.0,6510.0,4280.0
DISCO Corp.,Japan,2100.0,611.7,3520.0,12770.0
Align Technology,United States,3710.0,315.1,5900.0,24030.0
Shanghai Tunnel Engineering Co. Ltd.,China,9620.0,431.9,20940.0,3090.0
Alpha Metallurgical Resources,United States,4100.0,1450.0,2310.0,2230.0
Zhangzhou Pientzehuang Pharmaceutical,China,1300.0,372.3,2190.0,23900.0
Shriram Transport Finance Co.,India,3270.0,637.1,25630.0,6040.0
Saras,Italy,16580.0,438.2,4550.0,1200.0
Rheinmetall,Germany,6770.0,495.0,10120.0,12720.0
Ogaki Kyoritsu Bank,Japan,618.0,61.9,50830.0,569.0
Aareal Bank,Germany,1670.0,145.0,50510.0,2160.0
Royalty Pharma,United States,2240.0,42.9,16810.0,15730.0
Almarai,Saudi Arabia,5130.0,525.7,8760.0,15710.0
CTP,Netherlands,589.0,1420.0,11930.0,5820.0
Zhejiang Construction Investment Group,China,14670.0,178.1,15280.0,2680.0
Heico,United States,2340.0,357.8,4800.0,23280.0
Rentokil Initial,United Kingdom,4570.0,285.8,14340.0,19950.0
KION Group,Germany,11630.0,94.2,18360.0,5450.0
Arab Bank,Jordan,2200.0,480.8,39190.0,4100.0
YTO Express Group,China,7940.0,576.9,5870.0,9120.0
Nanto Bank,Japan,564.0,86.2,49950.0,579.0
Tokyo Kiraboshi Financial Group,Japan,843.0,176.2,49930.0,612.0
Suzuken,Japan,17540.0,146.8,9880.0,2230.0
Callon Petroleum,United States,3010.0,1390.0,6650.0,2050.0
OMRON,Japan,6460.0,545.0,7500.0,11910.0
San-In Godo Bank,Japan,763.0,120.3,49550.0,874.0
City Developments,Singapore,2390.0,932.1,17140.0,4790.0
LG Uplus,South Korea,10760.0,513.2,15640.0,3610.0
Public Power,Greece,11430.0,-170.0,18400.0,3310.0
Weihai City Commercial Bank,China,2440.0,253.2,49440.0,2320.0
Insulet Corp,United States,1370.0,0.6,2290.0,22860.0
Masraf Al Rayan,Qatar,1510.0,323.2,44560.0,6860.0
Mowi ASA,Norway,5200.0,820.1,8039.999999999999,9350.0
NIO,China,7270.0,-2130.0,13860.0,13400.0
Comstock Resources,United States,3550.0,1380.0,5700.0,2650.0
Hubbell,United States,5080.0,546.0,5480.0,14580.0
Toho Bank,Japan,448.0,38.9,49260.0,420.0
Kyndryl Holdings,United States,17330.0,-1380.0,11850.0,3270.0
Bausch Health Companies,Canada,8150.0,-357.0,25450.0,2120.0
Andersons,United States,17230.0,110.8,4100.0,1260.0
Dillard's,United States,7000.0,891.7,3330.0,5070.0
Guangzhou Baiyunshan Pharmaceutical Holdings,China,10450.0,595.9,10720.0,5310.0
ATOS,France,11920.0,-1060.0,17500.0,1540.0
Bank Muscat,Oman,1910.0,515.3,33960.0,5260.0
Jinshang Bank,China,1870.0,274.0,48400.0,975.0
arGEN-X,Netherlands,419.0,-703.3,3130.0,22340.0
Civitas Resources,United States,3630.0,1360.0,7670.0,5430.0
Mercuries & Associates,Taiwan,2790.0,-170.7,48310.0,432.0
Keiyo Bank,Japan,484.0,71.0,48220.0,522.0
Taisei,Japan,12480.0,484.9,14280.0,6500.0
Scentre Group,Australia,1700.0,208.4,25100.0,10140.0
Banque Centrale Populaire,Morocco,2690.0,270.5,47870.0,4620.0
Zalando,Germany,10810.0,41.2,7930.0,9310.0
HubSpot,United States,1840.0,-141.7,2640.0,22050.0
Yunnan Baiyao Group,China,5450.0,525.8,7960.0,15140.0
Fuyao Glass Industry Group,China,4170.0,707.4,7300.0,10460.0
Hotai Motor,Taiwan,8150.0,-648.4,13230.0,11850.0
Seagate Technology,Ireland,8410.0,-161.0,7970.0,11580.0
Daito Trust Construction,Japan,12230.0,519.2,7980.0,6460.0
Senshu Ikeda Holdings,Japan,549.0,69.1,47580.0,497.0
Korea Zinc,South Korea,8680.0,604.1,9570.0,7630.0
Jiangsu Changshu Rural Commercial Bank,China,2160.0,407.5,46130.0,3150.0
Sansteel Minguang,China,9700.0,617.0,7130.0,1620.0
Central Bank of India,India,3500.0,181.9,47390.0,3010.0
EFG International,Switzerland,1840.0,211.9,47060.0,2850.0
Shanghai Yuyuan Tourist Mart,China,7600.0,558.3,19010.0,4370.0
Northern Oil and Gas,United States,1970.0,1320.0,3340.0,2710.0
Liberty Media Corporation Series A Liberty Formula One,United States,2590.0,484.0,10980.0,17110.0
United Therapeutics,United States,1980.0,728.3,6350.0,10030.0
Digital China Group,China,16660.0,149.7,5510.0,2610.0
KakaoBank,South Korea,1400.0,227.7,31250.0,8490.0
Roblox,United States,2230.0,-924.4,5380.0,21440.0
RPM International,United States,7220.0,522.4,6610.0,10470.0
Lundbergs,Sweden,2820.0,149.6,20320.0,11920.0
Gulfport Energy,United States,2200.0,1300.0,2530.0,1680.0
China Merchants Expressway Network & Technology Holdings,China,1230.0,721.8,16530.0,8300.0
Hoshine Silicon Industry,China,3290.0,598.0,9660.0,12260.0
CapitaMall Trust,Singapore,1060.0,524.6,18390.0,10430.0
Healthpeak Properties,United States,2090.0,545.5,15600.0,11750.0
Advance Auto Parts,United States,11150.0,501.9,12020.0,7340.0
EXOR,Netherlands,681.0,425.0,12710.0,19160.0
Camden Property Trust,United States,1490.0,613.9,9290.0,11780.0
Zall Smart Commerce Group,China,16440.0,-435.7,8680.0,551.0
China Aviation Oil,Singapore,16440.0,33.5,1500.0,600.0
Univar,United States,11470.0,545.3,7150.0,5620.0
Rollins,United States,2760.0,380.4,2140.0,20580.0
Sasa Polyester Sanayi,Turkey,1870.0,638.1,2810.0,11240.0
Murphy Oil,United States,4190.0,1270.0,10190.0,5420.0
Nippon Steel Trading,Japan,16329.999999999998,292.8,9300.0,2220.0
PacWest Bancorp,United States,1830.0,-895.0,44300.0,679.0
St. Mary Land & Exploration Co.,United States,3070.0,1260.0,5870.0,3240.0
Cosan,Brazil,7690.0,227.7,25470.0,5550.0
CVR Energy,United States,10810.0,565.0,4210.0,2410.0
St. Galler Kantonalbank,Switzerland,636.0,192.4,44120.0,3250.0
Arch Resources,United States,3730.0,1260.0,2430.0,2310.0
Grupo Bolivar,Colombia,5880.0,249.2,41940.0,1110.0
AviChina Industry & Technology,China,9350.0,330.2,20710.0,4200.0
FCC,Spain,10420.0,477.0,16309.999999999998,4410.0
President Chain Store,Taiwan,9810.0,326.6,7520.0,9650.0
Xylem,United States,5720.0,372.0,7940.0,19680.0
International Distributions Services,United Kingdom,15910.0,326.5,10590.0,2960.0
Par Pacific Holdings,United States,7660.0,739.1,3330.0,1250.0
China Jushi,China,2710.0,830.6,7490.0,8750.0
Grandjoy Holdings Group,China,6660.0,-140.2,30330.0,2460.0
Kiyo Bank,Japan,611.0,114.1,43600.0,768.0
Pakistan State Oil,Pakistan,15780.0,149.5,4160.0,188.0
Penn Entertainment,United States,6510.0,684.9,17040.0,4080.0
OSB Group,United Kingdom,1320.0,493.9,33160.0,2610.0
China Merchants Port Group,China,2280.0,485.4,28900.0,7510.0
iflytek,China,2640.0,57.3,4620.0,19600.0
Polaris Inc.,United States,8990.0,633.2,5290.0,5990.0
Yango Group,China,5560.0,-1680.0,43480.0,785.0
Kangmei Pharmaceutical,China,484.0,1230.0,2190.0,4620.0
Alfa Laval,Sweden,5350.0,489.5,7820.0,15600.0
Gap,United States,15620.0,-202.0,11390.0,3170.0
Yes Bank,India,3340.0,91.6,43220.0,5600.0
BEKB-BCBE,Switzerland,556.0,167.1,42970.0,2490.0
Ipsen,France,3180.0,681.7,5990.0,10210.0
