Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Year
33,1,PhD,Data Scientist,8,190000,Canada,False,2016
31,0,Bachelor's Degree,Software Engineer,6,155000,Australia,False,2016
28,1,Master's Degree,Product Manager,3,130000,Canada,False,2015
30,0,Bachelor's Degree,Data Analyst,5,145000,Canada,False,2016
27,1,PhD,Data Scientist,2,115000,UK,False,2015
29,0,Bachelor's Degree,Software Engineer,4,140000,Australia,True,2015
34,1,Bachelor's Degree,Product Manager,9,185000,Canada,True,2016
25,0,Master's Degree,Data Analyst,1,100000,China,True,2015
33,1,PhD,Data Scientist,8,190000,UK,True,2016
31,0,Bachelor's Degree,Software Engineer,6,155000,Australia,False,2016
28,1,Master's Degree,Product Manager,3,130000,Canada,False,2015
30,0,Bachelor's Degree,Data Analyst,5,145000,Canada,True,2016
28,1,Bachelor's Degree,Software Engineer,3,125000,Australia,False,2015
26,0,Master's Degree,Product Manager,2,120000,USA,True,2015
27,1,Bachelor's Degree,Data Analyst,2,110000,Australia,True,2015
30,0,PhD,Data Scientist,5,180000,Canada,False,2016
29,1,Bachelor's Degree,Software Engineer,4,140000,Australia,False,2015
32,1,Bachelor's Degree,Product Manager,7,170000,USA,False,2016
25,0,Master's Degree,Data Analyst,1,100000,Canada,False,2015
33,1,PhD,Data Scientist,8,190000,Australia,False,2016
31,0,Bachelor's Degree,Software Engineer,6,155000,China,False,2016
28,1,Master's Degree,Product Manager,3,130000,UK,False,2015
30,0,Bachelor's Degree,Data Analyst,5,145000,China,True,2016
27,1,PhD,Data Scientist,2,115000,Australia,False,2015
29,0,Bachelor's Degree,Software Engineer,4,140000,China,False,2015
34,1,Bachelor's Degree,Product Manager,9,185000,China,False,2016
25,0,Master's Degree,Data Analyst,1,100000,China,False,2015
33,1,PhD,Data Scientist,8,190000,USA,False,2016
31,0,Bachelor's Degree,Software Engineer,6,155000,Australia,False,2016
28,1,Master's Degree,Product Manager,3,130000,Australia,False,2015
30,0,Bachelor's Degree,Data Analyst,5,145000,Australia,False,2016
28,1,Bachelor's Degree,Software Engineer,3,125000,Canada,False,2015
26,0,Master's Degree,Product Manager,2,120000,UK,False,2015
27,1,Bachelor's Degree,Data Analyst,2,110000,China,True,2015
30,0,PhD,Data Scientist,5,180000,USA,False,2016
29,1,Bachelor's Degree,Software Engineer,4,140000,Canada,False,2015
32,1,Bachelor's Degree,Product Manager,7,170000,China,False,2016
25,0,Master's Degree,Data Analyst,1,100000,Australia,False,2015
33,1,PhD,Data Scientist,8,190000,USA,False,2016
31,0,Bachelor's Degree,Software Engineer,6,155000,China,False,2016
28,1,Master's Degree,Product Manager,3,130000,USA,False,2015
30,0,Bachelor's Degree,Data Analyst,5,145000,USA,True,2016
27,1,PhD,Data Scientist,2,115000,China,False,2015
29,0,Bachelor's Degree,Software Engineer,4,140000,USA,False,2015
34,1,Bachelor's Degree,Product Manager,9,185000,China,False,2016
25,0,Master's Degree,Data Analyst,1,100000,UK,False,2015
33,1,PhD,Data Scientist,8,190000,UK,False,2016
31,0,Bachelor's Degree,Software Engineer,6,155000,Australia,False,2016
28,1,Master's Degree,Product Manager,3,130000,USA,False,2015
30,0,Bachelor's Degree,Data Analyst,5,145000,Australia,True,2016
27,1,PhD,Data Scientist,2,115000,China,False,2015
29,0,Bachelor's Degree,Software Engineer,4,140000,USA,False,2015
34,1,Bachelor's Degree,Product Manager,9,185000,UK,False,2016
25,0,Master's Degree,Data Analyst,1,100000,Australia,False,2015
33,1,PhD,Data Scientist,8,190000,China,False,2016
31,0,Bachelor's Degree,Software Engineer,6,155000,USA,False,2016
28,1,Master's Degree,Product Manager,3,130000,Canada,False,2015
30,0,Bachelor's Degree,Data Analyst,5,145000,Australia,False,2016
28,1,Bachelor's Degree,Software Engineer,3,125000,Australia,False,2015
26,0,Master's Degree,Product Manager,2,120000,Australia,False,2015
27,1,Bachelor's Degree,Data Analyst,2,110000,Australia,False,2015
30,0,PhD,Data Scientist,5,180000,USA,False,2016
29,1,Bachelor's Degree,Software Engineer,4,140000,USA,False,2015
32,1,Bachelor's Degree,Product Manager,7,170000,Canada,True,2016
25,0,Master's Degree,Data Analyst,1,100000,UK,False,2015
33,1,PhD,Data Scientist,8,190000,China,False,2016
31,0,Bachelor's Degree,Software Engineer,6,155000,USA,False,2016
28,1,Master's Degree,Product Manager,3,130000,UK,False,2015
30,0,Bachelor's Degree,Data Analyst,5,145000,Australia,True,2016
27,1,PhD,Data Scientist,2,115000,Australia,False,2015
29,0,Bachelor's Degree,Software Engineer,4,140000,China,False,2015
34,1,Bachelor's Degree,Product Manager,9,185000,China,False,2016
25,0,Master's Degree,Data Analyst,1,100000,Canada,False,2015
33,1,PhD,Data Scientist,8,190000,UK,False,2016
31,0,Bachelor's Degree,Software Engineer,6,155000,UK,False,2016
28,1,Master's Degree,Product Manager,3,130000,UK,False,2015
30,0,Bachelor's Degree,Data Analyst,5,145000,China,False,2016
27,1,PhD,Data Scientist,2,115000,UK,False,2015
29,0,Bachelor's Degree,Software Engineer,4,140000,China,False,2015
34,1,Bachelor's Degree,Product Manager,9,185000,China,True,2016
25,0,Master's Degree,Data Analyst,1,100000,UK,True,2015
33,1,PhD,Data Scientist,8,190000,UK,False,2016
31,0,Bachelor's Degree,Software Engineer,6,155000,China,False,2016
28,1,Master's Degree,Product Manager,3,130000,Canada,True,2015
30,0,Bachelor's Degree,Data Analyst,5,145000,USA,True,2016
27,1,PhD,Data Scientist,2,115000,UK,False,2015
29,0,Bachelor's Degree,Software Engineer,4,140000,USA,True,2015
34,1,Bachelor's Degree,Product Manager,9,185000,Australia,False,2016
25,0,Master's Degree,Data Analyst,1,100000,Australia,False,2015
33,1,PhD,Data Scientist,8,190000,Canada,False,2016
31,0,Bachelor's Degree,Software Engineer,6,155000,Australia,False,2016
28,1,Master's Degree,Product Manager,3,130000,Canada,False,2015
30,0,Bachelor's Degree,Data Analyst,5,145000,China,False,2016
27,1,PhD,Data Scientist,2,115000,Australia,True,2015
29,0,Bachelor's Degree,Software Engineer,4,140000,China,False,2015
34,1,Bachelor's Degree,Product Manager,9,185000,Canada,True,2016
25,0,Master's Degree,Data Analyst,1,100000,China,False,2015
33,1,PhD,Data Scientist,8,190000,UK,False,2016
31,0,Bachelor's Degree,Software Engineer,6,155000,USA,True,2016
28,1,Master's Degree,Product Manager,3,130000,Australia,True,2015
30,0,Bachelor's Degree,Data Analyst,5,145000,USA,False,2016
27,1,PhD,Data Scientist,2,115000,UK,False,2015
29,0,Bachelor's Degree,Software Engineer,4,140000,Canada,False,2015
34,1,Bachelor's Degree,Product Manager,9,185000,Australia,False,2016
26,1,Bachelor's Degree,Data Analyst,3,130000,Australia,False,2015
29,0,Master's Degree,Data Scientist,6,180000,UK,False,2016
32,1,Bachelor's Degree,Software Engineer,8,190000,Australia,True,2016
27,0,Bachelor's Degree,Product Manager,4,150000,UK,False,2015
24,1,Bachelor's Degree,Data Analyst,1,90000,China,False,2015
31,0,Master's Degree,Data Scientist,9,195000,UK,False,2016
28,1,Bachelor's Degree,Software Engineer,5,160000,China,True,2016
33,0,Master's Degree,Product Manager,11,198000,USA,False,2017
25,1,Bachelor's Degree,Data Analyst,2,110000,USA,False,2015
30,0,PhD,Data Scientist,7,185000,China,False,2016
27,1,Bachelor's Degree,Software Engineer,4,140000,UK,False,2015
34,0,Master's Degree,Product Manager,12,196000,China,False,2017
23,1,Bachelor's Degree,Data Analyst,1,95000,China,False,2015
32,0,PhD,Data Scientist,10,193000,Australia,True,2017
29,1,Bachelor's Degree,Software Engineer,6,175000,Australia,True,2016
30,0,Bachelor's Degree,Product Manager,5,160000,Australia,True,2016
26,1,Bachelor's Degree,Data Analyst,3,130000,Canada,False,2015
31,0,Master's Degree,Data Scientist,6,180000,China,False,2016
28,1,Bachelor's Degree,Software Engineer,5,160000,USA,False,2016
33,0,Master's Degree,Product Manager,11,198000,UK,False,2017
24,1,Bachelor's Degree,Data Analyst,1,90000,China,True,2015
30,0,PhD,Data Scientist,7,185000,Canada,True,2016
27,1,Bachelor's Degree,Software Engineer,4,140000,Canada,False,2015
34,0,Master's Degree,Product Manager,12,196000,Canada,True,2017
25,1,Bachelor's Degree,Data Analyst,2,110000,China,False,2015
29,0,Master's Degree,Data Scientist,6,180000,USA,True,2016
32,1,Bachelor's Degree,Software Engineer,8,190000,Australia,True,2016
27,0,Bachelor's Degree,Product Manager,4,150000,China,True,2015
31,1,Bachelor's Degree,Data Analyst,9,195000,China,False,2016
28,0,Bachelor's Degree,Software Engineer,5,160000,Australia,False,2016
33,1,Master's Degree,Product Manager,11,198000,UK,True,2017
26,0,Bachelor's Degree,Data Analyst,3,130000,Australia,True,2015
30,1,PhD,Data Scientist,7,185000,USA,False,2016
27,0,Bachelor's Degree,Software Engineer,4,140000,UK,False,2015
34,1,Master's Degree,Product Manager,12,196000,China,False,2017
25,0,Bachelor's Degree,Data Analyst,2,110000,China,False,2015
32,1,Bachelor's Degree,Software Engineer,8,190000,UK,False,2016
29,0,Master's Degree,Data Scientist,6,180000,USA,True,2016
30,1,Bachelor's Degree,Data Analyst,5,160000,USA,False,2016
33,0,Master's Degree,Product Manager,11,198000,USA,True,2017
24,1,Bachelor's Degree,Data Analyst,1,90000,USA,False,2015
31,0,PhD,Data Scientist,9,195000,Australia,True,2016
28,1,Bachelor's Degree,Software Engineer,5,160000,Australia,False,2016
27,0,Bachelor's Degree,Product Manager,4,150000,UK,True,2015
26,1,Bachelor's Degree,Data Analyst,3,130000,Canada,True,2015
29,0,Master's Degree,Data Scientist,6,180000,Canada,True,2016
32,1,Bachelor's Degree,Software Engineer,8,190000,China,True,2016
33,0,Master's Degree,Product Manager,11,198000,UK,True,2017
25,1,Bachelor's Degree,Data Analyst,2,110000,Australia,True,2015
30,0,PhD,Data Scientist,7,185000,USA,False,2016
27,1,Bachelor's Degree,Software Engineer,4,140000,China,False,2015
34,0,Master's Degree,Product Manager,12,196000,UK,False,2017
31,1,Bachelor's Degree,Data Analyst,9,195000,Canada,False,2016
28,0,Bachelor's Degree,Software Engineer,5,160000,China,True,2016
26,1,Bachelor's Degree,Data Analyst,3,130000,Australia,False,2015
29,0,Master's Degree,Data Scientist,6,180000,China,True,2016
32,1,Bachelor's Degree,Software Engineer,8,190000,Australia,False,2016
33,0,Master's Degree,Product Manager,11,198000,Australia,False,2017
24,1,Bachelor's Degree,Data Analyst,1,90000,China,True,2015
27,1,Bachelor's Degree,Software Engineer,4,140000,Australia,False,2015
25,0,Bachelor's Degree,Data Analyst,2,110000,Australia,True,2015
30,0,PhD,Data Scientist,7,185000,USA,False,2016
31,1,Bachelor's Degree,Data Analyst,9,195000,UK,False,2016
28,0,Bachelor's Degree,Software Engineer,5,160000,Canada,False,2016
26,1,Bachelor's Degree,Data Analyst,3,130000,Canada,True,2015
29,0,Master's Degree,Data Scientist,6,180000,USA,False,2016
32,1,Bachelor's Degree,Software Engineer,8,190000,Australia,False,2016
33,0,Master's Degree,Product Manager,11,198000,Canada,False,2017
24,1,Bachelor's Degree,Data Analyst,1,90000,UK,False,2015
27,1,Bachelor's Degree,Software Engineer,4,140000,USA,False,2015
25,0,Bachelor's Degree,Data Analyst,2,110000,USA,False,2015
30,0,PhD,Data Scientist,7,185000,Australia,False,2016
31,1,Bachelor's Degree,Data Analyst,9,195000,China,False,2016
28,0,Bachelor's Degree,Software Engineer,5,160000,Canada,False,2016
26,1,Bachelor's Degree,Data Analyst,3,130000,UK,False,2015
29,0,Master's Degree,Data Scientist,6,180000,Canada,False,2016
32,1,Bachelor's Degree,Software Engineer,8,190000,China,True,2016
33,0,Master's Degree,Product Manager,11,198000,Canada,True,2017
24,1,Bachelor's Degree,Data Analyst,1,90000,China,False,2015
27,1,Bachelor's Degree,Software Engineer,4,140000,China,False,2015
25,0,Bachelor's Degree,Data Analyst,2,110000,USA,False,2015
30,0,PhD,Data Scientist,7,185000,USA,False,2016
31,1,Bachelor's Degree,Data Analyst,9,195000,UK,False,2016
28,0,Bachelor's Degree,Software Engineer,5,160000,Australia,False,2016
26,1,Bachelor's Degree,Data Analyst,3,130000,Australia,False,2015
29,0,Master's Degree,Data Scientist,6,180000,Australia,False,2016
32,1,Bachelor's Degree,Software Engineer,8,190000,Australia,False,2016
33,0,Master's Degree,Product Manager,11,198000,China,True,2017
24,1,Bachelor's Degree,Data Analyst,1,90000,Canada,True,2015
27,1,Bachelor's Degree,Software Engineer,4,140000,USA,True,2015
25,1,Bachelor's Degree,Data Analyst,2,125000,UK,True,2015
28,0,Master's Degree,Data Scientist,6,175000,Canada,False,2016
30,1,Bachelor's Degree,Software Engineer,8,190000,UK,True,2016
27,0,Bachelor's Degree,Product Manager,4,150000,UK,False,2015
24,1,Bachelor's Degree,Data Analyst,1,95000,UK,False,2015
31,1,Master's Degree,Data Scientist,9,195000,Canada,True,2016
28,1,Bachelor's Degree,Software Engineer,5,160000,USA,False,2016
33,0,Master's Degree,Product Manager,11,198000,Australia,True,2017
26,1,Bachelor's Degree,Data Analyst,3,130000,Canada,False,2015
30,0,PhD,Data Scientist,7,185000,China,False,2016
27,1,Bachelor's Degree,Software Engineer,4,140000,Australia,True,2015
34,0,Master's Degree,Product Manager,12,196000,UK,False,2017
23,1,Bachelor's Degree,Data Analyst,1,90000,Canada,False,2015
32,0,PhD,Data Scientist,10,193000,Canada,False,2017
29,1,Bachelor's Degree,Software Engineer,6,170000,USA,False,2016
30,0,Bachelor's Degree,Product Manager,5,160000,China,True,2016
26,1,Bachelor's Degree,Data Analyst,3,135000,Canada,False,2015
31,0,Master's Degree,Data Scientist,6,180000,Canada,True,2016
28,1,Bachelor's Degree,Software Engineer,5,160000,UK,False,2016
33,0,Master's Degree,Product Manager,11,198000,Canada,False,2017
24,1,Bachelor's Degree,Data Analyst,1,90000,Australia,True,2015
30,0,PhD,Data Scientist,7,185000,China,False,2016
27,1,Bachelor's Degree,Software Engineer,4,140000,Australia,False,2015
34,0,Master's Degree,Product Manager,12,196000,USA,False,2017
25,1,Bachelor's Degree,Data Analyst,2,115000,China,False,2015
29,0,Master's Degree,Data Scientist,6,180000,Canada,False,2016
32,1,Bachelor's Degree,Software Engineer,8,190000,China,False,2016
27,0,Bachelor's Degree,Product Manager,4,150000,USA,False,2015
31,1,Bachelor's Degree,Data Analyst,9,195000,UK,False,2016
28,0,Bachelor's Degree,Software Engineer,5,160000,UK,False,2016
33,1,Master's Degree,Product Manager,11,198000,UK,False,2017
26,0,Bachelor's Degree,Data Analyst,3,130000,Canada,False,2015
30,1,PhD,Data Scientist,7,185000,UK,False,2016
27,0,Bachelor's Degree,Software Engineer,4,140000,Canada,True,2015
34,1,Master's Degree,Product Manager,12,196000,China,False,2017
25,0,Bachelor's Degree,Data Analyst,2,110000,Australia,False,2015
32,1,Bachelor's Degree,Software Engineer,8,190000,Canada,False,2016
29,0,Master's Degree,Data Scientist,6,180000,China,True,2016
30,1,Bachelor's Degree,Data Analyst,5,160000,China,False,2016
33,0,Master's Degree,Product Manager,11,198000,UK,False,2017
24,1,Bachelor's Degree,Data Analyst,1,90000,Canada,False,2015
31,0,PhD,Data Scientist,9,195000,Australia,False,2016
28,1,Bachelor's Degree,Software Engineer,5,160000,Canada,False,2016
27,0,Bachelor's Degree,Product Manager,4,150000,USA,False,2015
26,1,Bachelor's Degree,Data Analyst,3,130000,Canada,False,2015
29,0,Master's Degree,Data Scientist,6,180000,Canada,False,2016
32,1,Bachelor's Degree,Software Engineer,8,190000,UK,True,2016
33,0,Master's Degree,Product Manager,11,198000,USA,False,2017
25,1,Bachelor's Degree,Data Analyst,2,110000,UK,False,2015
30,0,PhD,Data Scientist,7,185000,UK,True,2016
27,1,Bachelor's Degree,Software Engineer,4,140000,Canada,True,2015
34,0,Master's Degree,Product Manager,12,196000,UK,False,2017
31,1,Bachelor's Degree,Data Analyst,9,195000,China,False,2016
28,0,Bachelor's Degree,Software Engineer,5,160000,Canada,False,2016
26,1,Bachelor's Degree,Data Analyst,3,130000,China,False,2015
29,0,Master's Degree,Data Scientist,6,180000,Canada,False,2016
32,1,Bachelor's Degree,Software Engineer,8,190000,Canada,True,2016
33,0,Master's Degree,Product Manager,11,198000,UK,False,2017
24,1,Bachelor's Degree,Data Analyst,1,90000,China,False,2015
27,1,Bachelor's Degree,Software Engineer,4,140000,Canada,False,2015
25,0,Bachelor's Degree,Data Analyst,2,110000,UK,True,2015
30,0,PhD,Data Scientist,7,185000,Australia,False,2016
31,1,Bachelor's Degree,Data Analyst,9,195000,USA,False,2016
28,0,Bachelor's Degree,Software Engineer,5,160000,Australia,False,2016
26,1,Bachelor's Degree,Data Analyst,3,130000,Australia,False,2015
29,0,Master's Degree,Data Scientist,6,180000,Canada,False,2016
32,1,Bachelor's Degree,Software Engineer,8,190000,UK,False,2016
33,0,Master's Degree,Product Manager,11,198000,UK,False,2017
24,1,Bachelor's Degree,Data Analyst,1,90000,Canada,False,2015
27,1,Bachelor's Degree,Software Engineer,4,140000,Canada,False,2015
25,0,Bachelor's Degree,Data Analyst,2,110000,Australia,True,2015
30,0,PhD,Data Scientist,7,185000,USA,True,2016
31,1,Bachelor's Degree,Data Analyst,9,195000,China,False,2016
28,0,Bachelor's Degree,Software Engineer,5,160000,Canada,True,2016
26,1,Bachelor's Degree,Data Analyst,3,130000,China,True,2015
29,0,Master's Degree,Data Scientist,6,180000,Australia,False,2016
32,1,Bachelor's Degree,Software Engineer,8,190000,USA,False,2016
33,0,Master's Degree,Product Manager,11,198000,USA,False,2017
24,1,Bachelor's Degree,Data Analyst,1,90000,Australia,True,2015
27,1,Bachelor's Degree,Software Engineer,4,140000,USA,False,2015
23,1,Bachelor's Degree,Data Analyst,1,90000,USA,True,2015
27,0,Master's Degree,Data Scientist,4,150000,Canada,False,2015
32,1,Bachelor's Degree,Software Engineer,8,190000,China,True,2016
24,0,Bachelor's Degree,Product Manager,3,125000,Australia,False,2015
25,1,Bachelor's Degree,Data Analyst,2,110000,China,False,2015
31,1,Master's Degree,Data Scientist,7,180000,USA,False,2016
28,1,Bachelor's Degree,Software Engineer,5,160000,UK,False,2016
33,0,Master's Degree,Product Manager,10,195000,China,False,2017
